Performance_ID,Employee_ID,Review_Month,Performance_Score,Productivity_Score,Manager_Rating
3106,1259,2025-10-01,8.5,89.6,6.8
3107,1259,2025-11-01,6.5,79.6,5.2
3108,1259,2025-12-01,7.4,96.0,7.1
3109,1260,2025-01-01,8.1,95.7,8.2
3110,1260,2025-02-01,8.8,65.3,8.9
3111,1260,2025-03-01,8.5,80.6,6.3
3112,1260,2025-04-01,7.4,79.4,8.0
3113,1260,2025-05-01,7.4,60.6,7.8
3114,1260,2025-06-01,10.0,55.2,9.2
3115,1260,2025-07-01,5.8,71.7,6.1
3116,1260,2025-08-01,8.2,57.9,7.4
3117,1260,2025-09-01,9.6,79.0,9.0
3118,1260,2025-10-01,10.0,89.3,10.0
3119,1260,2025-11-01,5.3,75.9,6.7
3120,1260,2025-12-01,5.8,70.7,5.4
3121,1261,2025-01-01,8.9,74.4,9.3
3122,1261,2025-02-01,7.9,77.5,7.4
3123,1261,2025-03-01,6.1,78.0,6.0
3124,1261,2025-04-01,5.9,75.7,5.5
3125,1261,2025-05-01,6.6,63.2,8.1
3126,1261,2025-06-01,7.6,60.4,7.0
3127,1261,2025-07-01,9.8,95.2,10.0
3128,1261,2025-08-01,8.2,77.7,7.0
3129,1261,2025-09-01,7.6,73.3,8.3
3130,1261,2025-10-01,5.7,89.9,4.2
3131,1261,2025-11-01,7.3,44.6,6.5
3132,1261,2025-12-01,6.5,74.8,7.7
3133,1262,2025-01-01,5.8,93.8,6.8
3134,1262,2025-02-01,9.2,79.5,6.3
3135,1262,2025-03-01,5.8,73.4,5.9
3136,1262,2025-04-01,7.9,85.5,7.6
3137,1262,2025-05-01,7.5,81.5,6.5
3138,1262,2025-06-01,8.4,58.1,8.4
3139,1262,2025-07-01,8.4,64.3,9.0
3140,1262,2025-08-01,8.2,100.0,9.4
3141,1262,2025-09-01,6.5,70.3,5.0
3142,1262,2025-10-01,8.4,68.6,9.3
3143,1262,2025-11-01,6.8,81.1,6.8
3144,1262,2025-12-01,6.7,92.5,6.8
3145,1263,2025-01-01,7.8,80.6,7.8
3146,1263,2025-02-01,8.0,49.7,8.0
3147,1263,2025-03-01,7.6,67.3,8.9
3148,1263,2025-04-01,8.1,63.5,8.5
3149,1263,2025-05-01,7.1,92.6,6.7
3150,1263,2025-06-01,7.3,80.0,7.4
3151,1263,2025-07-01,9.0,74.5,9.6
3152,1263,2025-08-01,5.9,91.0,5.9
3153,1263,2025-09-01,5.8,74.8,5.8
3154,1263,2025-10-01,5.7,75.0,6.5
3155,1263,2025-11-01,7.2,90.3,8.5
3156,1263,2025-12-01,6.0,81.1,6.2
3157,1264,2025-01-01,5.5,83.6,6.5
3158,1264,2025-02-01,5.9,70.9,5.2
3159,1264,2025-03-01,4.7,64.8,6.6
3160,1264,2025-04-01,7.5,72.3,6.3
3161,1264,2025-05-01,7.6,66.7,6.8
3162,1264,2025-06-01,7.5,79.7,7.1
3163,1264,2025-07-01,5.7,71.7,5.5
3164,1264,2025-08-01,7.1,44.8,7.7
3165,1264,2025-09-01,7.2,55.1,7.8
3166,1264,2025-10-01,8.3,86.3,7.6
3167,1264,2025-11-01,7.3,86.1,7.9
3168,1264,2025-12-01,6.1,73.4,6.7
3169,1265,2025-01-01,6.7,64.4,6.4
3170,1265,2025-02-01,9.4,70.5,7.6
3171,1265,2025-03-01,5.7,70.8,6.5
3172,1265,2025-04-01,6.0,71.7,5.6
3173,1265,2025-05-01,6.4,72.0,7.8
3174,1265,2025-06-01,6.6,95.8,8.2
3175,1265,2025-07-01,6.8,66.5,7.1
3176,1265,2025-08-01,10.0,69.8,10.0
3177,1265,2025-09-01,6.8,63.5,8.7
3178,1265,2025-10-01,7.3,71.7,7.4
3179,1265,2025-11-01,7.5,69.2,7.4
3180,1265,2025-12-01,6.3,86.8,4.9
3181,1266,2025-01-01,7.0,77.1,5.7
3182,1266,2025-02-01,7.6,87.6,6.9
3183,1266,2025-03-01,7.1,61.3,7.3
3184,1266,2025-04-01,8.1,83.0,7.5
3185,1266,2025-05-01,6.4,75.3,6.7
3186,1266,2025-06-01,7.8,63.7,7.2
3187,1266,2025-07-01,5.8,80.8,4.9
3188,1266,2025-08-01,6.9,63.0,6.9
3189,1266,2025-09-01,8.4,76.3,8.3
3190,1266,2025-10-01,7.6,87.3,7.9
3191,1266,2025-11-01,6.6,81.6,6.7
3192,1266,2025-12-01,6.7,64.9,5.0
3193,1267,2025-01-01,9.9,52.8,10.0
3194,1267,2025-02-01,6.3,100.0,6.8
3195,1267,2025-03-01,7.0,50.2,7.2
3196,1267,2025-04-01,8.1,65.6,8.1
3197,1267,2025-05-01,9.9,95.5,9.7
3198,1267,2025-06-01,7.8,69.0,9.3
3199,1267,2025-07-01,8.0,80.7,8.3
3200,1267,2025-08-01,9.0,62.9,10.0
3201,1267,2025-09-01,8.0,90.1,8.5
3202,1267,2025-10-01,8.1,81.5,7.6
3203,1267,2025-11-01,6.8,85.5,7.6
3204,1267,2025-12-01,8.8,90.9,8.2
3205,1268,2025-01-01,7.8,78.7,7.9
3206,1268,2025-02-01,5.1,60.8,5.6
3207,1268,2025-03-01,6.0,82.7,5.9
3208,1268,2025-04-01,4.6,54.5,5.1
3209,1268,2025-05-01,7.3,70.1,8.6
3210,1268,2025-06-01,5.9,94.0,3.7
3211,1268,2025-07-01,8.7,84.9,10.0
3212,1268,2025-08-01,5.2,100.0,3.9
3213,1268,2025-09-01,7.8,78.4,9.4
3214,1268,2025-10-01,4.9,80.6,5.4
3215,1268,2025-11-01,7.0,73.7,7.5
3216,1268,2025-12-01,6.9,57.3,8.3
3217,1269,2025-01-01,4.7,94.8,5.6
3218,1269,2025-02-01,4.5,86.1,3.6
3219,1269,2025-03-01,7.7,76.1,9.4
3220,1269,2025-04-01,8.4,82.3,8.1
3221,1269,2025-05-01,6.6,56.5,5.5
3222,1269,2025-06-01,8.1,66.0,7.8
3223,1269,2025-07-01,5.1,57.9,4.9
3224,1269,2025-08-01,9.5,80.2,10.0
3225,1269,2025-09-01,10.0,100.0,10.0
3226,1269,2025-10-01,6.0,33.1,5.4
3227,1269,2025-11-01,5.7,60.8,3.7
3228,1269,2025-12-01,8.4,67.2,8.9
3229,1270,2025-01-01,7.2,88.8,7.5
3230,1270,2025-02-01,9.5,80.5,10.0
3231,1270,2025-03-01,7.9,100.0,7.6
3232,1270,2025-04-01,7.1,82.4,5.4
3233,1270,2025-05-01,6.8,71.4,6.8
3234,1270,2025-06-01,6.6,58.5,4.2
3235,1270,2025-07-01,7.2,86.7,5.9
3236,1270,2025-08-01,8.5,89.2,9.2
3237,1270,2025-09-01,8.5,78.7,7.3
3238,1270,2025-10-01,7.2,67.4,6.8
3239,1270,2025-11-01,9.2,81.9,10.0
3240,1270,2025-12-01,8.5,79.3,7.8
3241,1271,2025-01-01,9.1,67.7,7.2
3242,1271,2025-02-01,5.5,86.9,5.8
3243,1271,2025-03-01,8.9,90.6,9.1
3244,1271,2025-04-01,7.8,63.3,7.6
3245,1271,2025-05-01,6.4,69.4,6.5
3246,1271,2025-06-01,5.8,60.4,6.1
3247,1271,2025-07-01,8.2,71.1,7.6
3248,1271,2025-08-01,6.0,100.0,5.5
3249,1271,2025-09-01,4.1,78.1,6.3
3250,1271,2025-10-01,9.3,82.3,10.0
3251,1271,2025-11-01,7.8,79.4,8.7
3252,1271,2025-12-01,6.7,64.6,6.7
3253,1272,2025-01-01,8.6,70.1,8.7
3254,1272,2025-02-01,7.5,72.1,6.9
3255,1272,2025-03-01,4.8,90.6,3.9
3256,1272,2025-04-01,7.0,150.0,8.4
3257,1272,2025-05-01,4.9,68.7,5.3
3258,1272,2025-06-01,8.5,75.7,9.4
3259,1272,2025-07-01,6.6,91.5,5.3
3260,1272,2025-08-01,6.2,49.8,5.5
3261,1272,2025-09-01,5.2,81.8,6.6
3262,1272,2025-10-01,7.9,82.2,8.8
3263,1272,2025-11-01,7.7,88.3,7.1
3264,1272,2025-12-01,8.0,85.1,8.4
3265,1273,2025-01-01,6.8,68.7,6.1
3266,1273,2025-02-01,6.7,83.9,6.8
3267,1273,2025-03-01,9.2,54.0,7.8
3268,1273,2025-04-01,6.4,77.6,7.6
3269,1273,2025-05-01,7.0,100.0,6.3
3270,1273,2025-06-01,9.0,89.3,7.7
3271,1273,2025-07-01,5.2,73.0,4.9
3272,1273,2025-08-01,7.2,44.8,7.6
3273,1273,2025-09-01,7.2,85.9,7.5
3274,1273,2025-10-01,5.9,65.9,5.1
3275,1273,2025-11-01,6.5,74.3,6.0
3276,1273,2025-12-01,10.0,66.3,10.0
3277,1274,2025-01-01,8.4,79.5,8.2
3278,1274,2025-02-01,8.6,92.6,8.2
3279,1274,2025-03-01,8.3,78.6,6.6
3280,1274,2025-04-01,7.3,150.0,8.5
3281,1274,2025-05-01,6.0,54.6,6.4
3282,1274,2025-06-01,7.4,83.0,7.6
3283,1274,2025-07-01,5.3,90.3,8.0
3284,1274,2025-08-01,9.3,86.2,7.9
3285,1274,2025-09-01,6.3,50.6,7.3
3286,1274,2025-10-01,6.2,62.4,6.4
3287,1274,2025-11-01,9.1,64.8,8.1
3288,1274,2025-12-01,4.1,71.1,5.6
3289,1275,2025-01-01,7.9,75.1,7.0
3290,1275,2025-02-01,8.0,70.6,8.0
3291,1275,2025-03-01,3.5,72.1,1.4
3292,1275,2025-04-01,6.6,87.2,7.2
3293,1275,2025-05-01,7.0,69.1,7.7
3294,1275,2025-06-01,7.5,99.4,8.2
3295,1275,2025-07-01,5.0,88.7,5.9
3296,1275,2025-08-01,6.4,73.0,7.3
3297,1275,2025-09-01,8.1,56.0,8.7
3298,1275,2025-10-01,5.7,77.8,5.6
3299,1275,2025-11-01,4.3,98.9,2.7
3300,1275,2025-12-01,9.3,73.5,9.0
3301,1276,2025-01-01,8.0,82.0,10.0
3302,1276,2025-02-01,6.4,84.2,6.7
3303,1276,2025-03-01,8.1,75.6,8.0
3304,1276,2025-04-01,6.3,67.9,5.5
3305,1276,2025-05-01,8.2,55.7,7.0
3306,1276,2025-06-01,7.3,57.1,6.1
3307,1276,2025-07-01,7.7,75.1,7.8
3308,1276,2025-08-01,6.2,59.8,5.7
3309,1276,2025-09-01,7.8,74.8,7.9
3310,1276,2025-10-01,6.3,79.5,5.3
3311,1276,2025-11-01,8.1,84.9,7.4
3312,1276,2025-12-01,8.1,48.5,8.9
3313,1277,2025-01-01,4.6,95.9,4.6
3314,1277,2025-02-01,8.6,62.9,9.3
3315,1277,2025-03-01,7.2,82.6,6.5
3316,1277,2025-04-01,6.0,80.5,5.8
3317,1277,2025-05-01,6.7,72.8,6.1
3318,1277,2025-06-01,7.6,80.7,7.0
3319,1277,2025-07-01,6.3,90.2,6.5
3320,1277,2025-08-01,8.1,87.8,6.0
3321,1277,2025-09-01,7.9,74.8,7.0
3322,1277,2025-10-01,8.5,80.6,8.2
3323,1277,2025-11-01,5.5,100.0,5.9
3324,1277,2025-12-01,7.0,92.2,7.3
3325,1278,2025-01-01,5.9,63.1,6.0
3326,1278,2025-02-01,7.6,77.3,7.5
3327,1278,2025-03-01,5.5,74.7,6.1
3328,1278,2025-04-01,7.4,55.6,6.9
3329,1278,2025-05-01,7.7,62.8,9.2
3330,1278,2025-06-01,6.8,62.3,7.4
3331,1278,2025-07-01,4.7,80.3,4.8
3332,1278,2025-08-01,9.2,82.0,8.4
3333,1278,2025-09-01,7.9,65.8,8.7
3334,1278,2025-10-01,7.7,90.7,9.4
3335,1278,2025-11-01,6.8,81.5,5.8
3336,1278,2025-12-01,7.0,92.3,6.3
3337,1279,2025-01-01,6.0,83.4,5.8
3338,1279,2025-02-01,7.5,82.8,6.7
3339,1279,2025-03-01,5.6,43.8,5.9
3340,1279,2025-04-01,10.0,71.0,9.0
3341,1279,2025-05-01,4.8,62.2,4.8
3342,1279,2025-06-01,7.7,87.5,8.5
3343,1279,2025-07-01,7.8,65.8,6.5
3344,1279,2025-08-01,5.6,78.9,6.6
3345,1279,2025-09-01,6.9,55.9,6.8
3346,1279,2025-10-01,5.0,63.0,6.2
3347,1279,2025-11-01,8.4,150.0,9.1
3348,1279,2025-12-01,7.4,80.0,7.9
3349,1280,2025-01-01,9.6,70.7,10.0
3350,1280,2025-02-01,6.2,60.6,7.7
3351,1280,2025-03-01,9.3,72.0,8.8
3352,1280,2025-04-01,7.1,67.0,6.5
3353,1280,2025-05-01,7.8,44.4,8.2
3354,1280,2025-06-01,5.8,72.9,6.1
3355,1280,2025-07-01,6.2,92.9,6.6
3356,1280,2025-08-01,7.1,78.5,6.3
3357,1280,2025-09-01,8.9,78.2,8.9
3358,1280,2025-10-01,8.8,100.0,7.0
3359,1280,2025-11-01,7.5,84.3,7.5
3360,1280,2025-12-01,8.1,81.3,9.3
3361,1281,2025-01-01,9.0,74.7,8.3
3362,1281,2025-02-01,5.7,94.6,6.5
3363,1281,2025-03-01,7.4,69.3,8.4
3364,1281,2025-04-01,7.2,53.0,7.0
3365,1281,2025-05-01,6.3,70.1,5.9
3366,1281,2025-06-01,7.3,61.1,8.7
3367,1281,2025-07-01,5.9,61.6,4.9
3368,1281,2025-08-01,8.7,77.1,7.4
3369,1281,2025-09-01,8.0,96.4,4.3
3370,1281,2025-10-01,6.5,59.1,5.3
3371,1281,2025-11-01,9.0,76.5,9.8
3372,1281,2025-12-01,7.8,83.1,7.4
3373,1282,2025-01-01,6.3,74.2,4.1
3374,1282,2025-02-01,5.9,60.4,6.4
3375,1282,2025-03-01,7.5,61.0,8.2
3376,1282,2025-04-01,5.7,91.0,3.5
3377,1282,2025-05-01,8.1,57.3,9.9
3378,1282,2025-06-01,7.9,79.0,7.7
3379,1282,2025-07-01,6.8,79.6,7.8
3380,1282,2025-08-01,7.8,77.0,9.1
3381,1282,2025-09-01,7.4,56.0,8.6
3382,1282,2025-10-01,5.0,63.2,4.9
3383,1282,2025-11-01,9.4,77.5,7.7
3384,1282,2025-12-01,7.6,60.8,8.1
3385,1283,2025-01-01,7.1,59.6,7.0
3386,1283,2025-02-01,6.8,88.7,5.0
3387,1283,2025-03-01,6.8,59.4,7.3
3388,1283,2025-04-01,5.5,94.2,4.8
3389,1283,2025-05-01,6.0,80.6,5.9
3390,1283,2025-06-01,7.2,64.8,8.2
3391,1283,2025-07-01,8.9,68.6,10.0
3392,1283,2025-08-01,7.2,72.2,7.5
3393,1283,2025-09-01,7.2,79.2,7.1
3394,1283,2025-10-01,6.3,70.1,4.9
3395,1283,2025-11-01,4.6,71.5,5.9
3396,1283,2025-12-01,7.4,59.9,6.5
3397,1284,2025-01-01,8.3,100.0,10.0
3398,1284,2025-02-01,6.3,89.5,6.0
3399,1284,2025-03-01,6.3,68.3,6.4
3400,1284,2025-04-01,5.9,34.9,4.8
3401,1284,2025-05-01,6.1,61.0,6.6
3402,1284,2025-06-01,6.8,68.8,8.5
3403,1284,2025-07-01,8.6,87.6,8.3
3404,1284,2025-08-01,5.0,52.8,4.9
3405,1284,2025-09-01,8.7,100.0,9.1
3406,1284,2025-10-01,8.0,73.9,8.4
3407,1284,2025-11-01,6.8,86.1,7.7
3408,1284,2025-12-01,7.2,66.3,5.7
3409,1285,2025-01-01,6.9,57.2,8.3
3410,1285,2025-02-01,6.1,76.1,7.4
3411,1285,2025-03-01,7.2,92.7,7.8
3412,1285,2025-04-01,7.5,67.5,7.1
3413,1285,2025-05-01,6.8,94.4,7.6
3414,1285,2025-06-01,7.7,73.3,8.2
3415,1285,2025-07-01,7.0,64.8,8.0
3416,1285,2025-08-01,6.1,70.6,3.5
3417,1285,2025-09-01,8.3,100.0,8.8
3418,1285,2025-10-01,9.2,93.3,10.0
3419,1285,2025-11-01,7.8,70.8,7.0
3420,1285,2025-12-01,7.0,57.6,7.8
3421,1286,2025-01-01,7.3,65.3,7.9
3422,1286,2025-02-01,6.8,62.1,9.0
3423,1286,2025-03-01,8.0,76.5,8.1
3424,1286,2025-04-01,6.9,66.0,7.3
3425,1286,2025-05-01,5.5,69.9,5.9
3426,1286,2025-06-01,5.7,72.8,5.6
3427,1286,2025-07-01,7.5,66.7,9.0
3428,1286,2025-08-01,7.2,83.2,8.0
3429,1286,2025-09-01,8.2,65.1,8.4
3430,1286,2025-10-01,4.4,64.6,4.3
3431,1286,2025-11-01,5.4,89.0,5.0
3432,1286,2025-12-01,7.9,81.4,7.8
3433,1287,2025-01-01,4.6,95.4,4.7
3434,1287,2025-02-01,6.4,89.8,4.5
3435,1287,2025-03-01,8.7,64.6,8.3
3436,1287,2025-04-01,7.5,74.3,8.7
3437,1287,2025-05-01,8.4,99.2,8.9
3438,1287,2025-06-01,7.4,90.8,7.5
3439,1287,2025-07-01,8.3,70.7,7.9
3440,1287,2025-08-01,6.6,68.0,6.3
3441,1287,2025-09-01,8.7,82.1,7.8
3442,1287,2025-10-01,6.7,54.4,6.5
3443,1287,2025-11-01,5.2,64.7,3.5
3444,1287,2025-12-01,6.8,68.0,7.6
3445,1288,2025-01-01,6.0,96.1,6.8
3446,1288,2025-02-01,5.5,65.9,5.9
3447,1288,2025-03-01,6.0,86.8,5.3
3448,1288,2025-04-01,8.9,74.0,9.3
3449,1288,2025-05-01,6.4,77.7,7.8
3450,1288,2025-06-01,7.1,72.7,7.6
3451,1288,2025-07-01,5.9,74.4,6.9
3452,1288,2025-08-01,4.4,100.0,5.0
3453,1288,2025-09-01,7.1,91.2,7.2
3454,1288,2025-10-01,7.4,60.1,7.0
3455,1288,2025-11-01,6.6,61.0,8.0
3456,1288,2025-12-01,6.8,72.7,8.5
3457,1289,2025-01-01,9.3,92.8,8.3
3458,1289,2025-02-01,8.3,91.8,8.5
3459,1289,2025-03-01,7.6,94.5,9.3
3460,1289,2025-04-01,8.1,66.3,8.8
3461,1289,2025-05-01,5.5,49.0,6.4
3462,1289,2025-06-01,7.3,68.9,6.0
3463,1289,2025-07-01,2.6,71.7,1.8
3464,1289,2025-08-01,4.2,84.0,5.4
3465,1289,2025-09-01,6.4,74.9,8.7
3466,1289,2025-10-01,7.3,83.2,6.3
3467,1289,2025-11-01,9.2,100.0,7.8
3468,1289,2025-12-01,8.7,55.5,9.0
3469,1290,2025-01-01,7.6,91.8,6.3
3470,1290,2025-02-01,8.3,85.0,7.9
3471,1290,2025-03-01,8.7,60.9,7.7
3472,1290,2025-04-01,6.4,36.9,7.0
3473,1290,2025-05-01,7.3,68.3,5.7
3474,1290,2025-06-01,7.9,54.7,8.3
3475,1290,2025-07-01,8.3,73.1,7.1
3476,1290,2025-08-01,9.0,82.1,9.9
3477,1290,2025-09-01,7.7,58.5,7.6
3478,1290,2025-10-01,7.4,82.1,6.5
3479,1290,2025-11-01,7.2,64.7,7.6
3480,1290,2025-12-01,5.4,57.1,7.0
3481,1291,2025-01-01,7.1,65.3,8.8
3482,1291,2025-02-01,6.3,100.0,6.2
3483,1291,2025-03-01,4.7,72.8,5.5
3484,1291,2025-04-01,7.0,86.0,5.3
3485,1291,2025-05-01,7.0,71.8,7.2
3486,1291,2025-06-01,5.9,65.9,7.3
3487,1291,2025-07-01,9.9,61.5,10.0
3488,1291,2025-08-01,6.7,68.1,5.8
3489,1291,2025-09-01,5.4,93.0,5.0
3490,1291,2025-10-01,8.7,59.7,10.0
3491,1291,2025-11-01,6.9,84.0,7.7
3492,1291,2025-12-01,6.2,63.4,7.1
3493,1292,2025-01-01,7.0,68.2,6.1
3494,1292,2025-02-01,6.6,70.1,6.2
3495,1292,2025-03-01,7.3,82.3,7.7
3496,1292,2025-04-01,7.0,66.3,5.7
3497,1292,2025-05-01,7.8,63.3,8.1
3498,1292,2025-06-01,5.3,68.0,5.8
3499,1292,2025-07-01,8.2,70.8,9.4
3500,1292,2025-08-01,5.5,74.7,6.2
3501,1292,2025-09-01,8.1,64.8,6.8
3502,1292,2025-10-01,7.5,74.7,7.8
3503,1292,2025-11-01,5.9,60.0,7.3
3504,1292,2025-12-01,7.9,73.0,9.0
3505,1293,2025-01-01,8.6,63.5,5.9
3506,1293,2025-02-01,7.0,30.0,7.4
3507,1293,2025-03-01,7.7,80.3,7.4
3508,1293,2025-04-01,9.2,95.3,8.8
3509,1293,2025-05-01,8.7,69.1,8.4
3510,1293,2025-06-01,8.2,97.7,7.6
3511,1293,2025-07-01,8.2,100.0,7.7
3512,1293,2025-08-01,8.4,62.2,8.1
3513,1293,2025-09-01,5.8,80.3,6.4
3514,1293,2025-10-01,6.5,77.0,6.0
3515,1293,2025-11-01,7.5,86.4,7.8
3516,1293,2025-12-01,8.8,51.4,7.7
3517,1294,2025-01-01,7.2,78.3,6.3
3518,1294,2025-02-01,7.2,60.6,9.2
3519,1294,2025-03-01,5.1,44.0,5.8
3520,1294,2025-04-01,9.5,63.3,9.7
3521,1294,2025-05-01,7.5,100.0,7.4
3522,1294,2025-06-01,8.7,95.1,8.8
3523,1294,2025-07-01,8.9,54.4,8.7
3524,1294,2025-08-01,6.0,61.8,6.9
3525,1294,2025-09-01,7.8,55.4,7.6
3526,1294,2025-10-01,9.2,70.9,8.0
3527,1294,2025-11-01,8.6,51.1,9.7
3528,1294,2025-12-01,8.1,75.0,7.5
3529,1295,2025-01-01,8.2,72.6,8.1
3530,1295,2025-02-01,6.9,91.0,5.4
3531,1295,2025-03-01,6.3,78.8,6.3
3532,1295,2025-04-01,6.9,86.0,7.1
3533,1295,2025-05-01,8.8,84.7,7.8
3534,1295,2025-06-01,7.9,69.6,8.2
3535,1295,2025-07-01,7.3,48.2,6.1
3536,1295,2025-08-01,5.0,80.8,4.5
3537,1295,2025-09-01,7.7,99.2,7.4
3538,1295,2025-10-01,6.4,86.3,7.4
3539,1295,2025-11-01,7.2,58.0,6.1
3540,1295,2025-12-01,5.6,54.0,3.6
3541,1296,2025-01-01,7.3,86.4,8.9
3542,1296,2025-02-01,5.2,72.9,3.8
3543,1296,2025-03-01,6.8,85.1,6.6
3544,1296,2025-04-01,8.9,56.3,8.5
3545,1296,2025-05-01,5.7,60.1,5.4
3546,1296,2025-06-01,7.9,93.2,7.3
3547,1296,2025-07-01,6.4,54.9,7.2
3548,1296,2025-08-01,5.9,87.7,6.4
3549,1296,2025-09-01,6.6,68.3,7.5
3550,1296,2025-10-01,6.9,85.7,6.5
3551,1296,2025-11-01,6.4,67.3,7.5
3552,1296,2025-12-01,6.0,79.7,5.3
3553,1297,2025-01-01,4.4,82.0,3.1
3554,1297,2025-02-01,6.5,80.1,5.2
3555,1297,2025-03-01,7.3,60.9,8.0
3556,1297,2025-04-01,9.2,62.2,8.8
3557,1297,2025-05-01,7.9,84.7,8.7
3558,1297,2025-06-01,8.2,77.2,8.5
3559,1297,2025-07-01,5.8,63.8,6.3
3560,1297,2025-08-01,7.3,79.1,9.0
3561,1297,2025-09-01,9.7,65.7,9.9
3562,1297,2025-10-01,4.9,51.0,4.2
3563,1297,2025-11-01,8.8,100.0,7.9
3564,1297,2025-12-01,7.0,67.5,6.7
3565,1298,2025-01-01,8.6,69.5,8.9
3566,1298,2025-02-01,6.9,59.4,8.3
3567,1298,2025-03-01,6.9,58.7,6.4
3568,1298,2025-04-01,9.1,89.0,9.0
3569,1298,2025-05-01,8.6,82.7,8.6
3570,1298,2025-06-01,4.8,97.6,7.9
3571,1298,2025-07-01,6.1,88.3,7.0
3572,1298,2025-08-01,6.2,85.1,7.0
3573,1298,2025-09-01,5.3,100.0,3.8
3574,1298,2025-10-01,6.1,89.2,6.4
3575,1298,2025-11-01,7.6,62.3,6.9
3576,1298,2025-12-01,9.2,85.5,10.0
3577,1299,2025-01-01,5.6,93.7,4.2
3578,1299,2025-02-01,7.8,69.5,7.6
3579,1299,2025-03-01,7.2,89.5,7.8
3580,1299,2025-04-01,9.8,77.1,10.0
3581,1299,2025-05-01,5.2,78.1,4.5
3582,1299,2025-06-01,7.6,56.1,9.0
3583,1299,2025-07-01,8.0,81.2,9.2
3584,1299,2025-08-01,5.8,54.4,6.2
3585,1299,2025-09-01,8.0,82.6,7.0
3586,1299,2025-10-01,6.8,74.4,7.8
3587,1299,2025-11-01,5.4,95.1,7.7
3588,1299,2025-12-01,9.8,52.1,9.4
3589,1300,2025-01-01,8.9,77.7,7.3
3590,1300,2025-02-01,7.0,68.0,6.2
3591,1300,2025-03-01,8.8,91.1,9.7
3592,1300,2025-04-01,7.6,61.9,9.8
3593,1300,2025-05-01,9.9,84.7,10.0
3594,1300,2025-06-01,6.3,62.7,5.5
3595,1300,2025-07-01,7.1,88.2,5.5
3596,1300,2025-08-01,6.9,95.5,7.2
3597,1300,2025-09-01,6.3,59.0,6.9
3598,1300,2025-10-01,6.3,51.3,6.0
3599,1300,2025-11-01,6.8,75.5,8.8
3600,1300,2025-12-01,8.6,72.8,7.9
3601,1301,2025-01-01,10.0,70.2,10.0
3602,1301,2025-02-01,2.6,78.3,2.1
3603,1301,2025-03-01,9.0,85.6,9.0
3604,1301,2025-04-01,8.2,69.1,7.9
3605,1301,2025-05-01,6.7,59.7,7.3
3606,1301,2025-06-01,5.8,58.5,6.8
3607,1301,2025-07-01,5.6,76.0,6.4
3608,1301,2025-08-01,4.4,70.6,3.9
3609,1301,2025-09-01,6.8,81.1,6.9
3610,1301,2025-10-01,10.0,79.4,10.0
3611,1301,2025-11-01,7.7,93.4,6.2
3612,1301,2025-12-01,4.6,87.1,5.2
3613,1302,2025-01-01,6.9,67.4,9.4
3614,1302,2025-02-01,5.5,69.7,4.4
3615,1302,2025-03-01,7.3,65.8,8.7
3616,1302,2025-04-01,7.6,58.5,7.9
3617,1302,2025-05-01,8.6,84.6,9.5
3618,1302,2025-06-01,8.2,60.1,8.0
3619,1302,2025-07-01,5.5,62.9,5.1
3620,1302,2025-08-01,7.2,67.9,7.7
3621,1302,2025-09-01,9.2,83.3,8.4
3622,1302,2025-10-01,8.8,89.4,10.0
3623,1302,2025-11-01,5.3,75.1,5.3
3624,1302,2025-12-01,8.7,79.2,9.0
3625,1303,2025-01-01,3.3,71.3,4.2
3626,1303,2025-02-01,7.3,76.5,6.7
3627,1303,2025-03-01,6.6,68.2,6.2
3628,1303,2025-04-01,4.2,74.0,4.9
3629,1303,2025-05-01,5.9,65.1,4.8
3630,1303,2025-06-01,8.6,83.2,8.6
3631,1303,2025-07-01,6.6,89.0,5.0
3632,1303,2025-08-01,5.3,63.2,4.4
3633,1303,2025-09-01,7.9,78.6,7.0
3634,1303,2025-10-01,6.6,100.0,5.3
3635,1303,2025-11-01,7.1,71.0,6.3
3636,1303,2025-12-01,7.9,92.8,8.8
3637,1304,2025-01-01,6.5,65.4,5.6
3638,1304,2025-02-01,5.7,72.9,7.0
3639,1304,2025-03-01,5.7,76.9,5.6
3640,1304,2025-04-01,5.1,65.9,5.7
3641,1304,2025-05-01,8.3,92.0,9.6
3642,1304,2025-06-01,7.6,88.1,8.6
3643,1304,2025-07-01,5.8,72.0,5.6
3644,1304,2025-08-01,5.5,85.3,6.6
3645,1304,2025-09-01,7.6,72.4,6.3
3646,1304,2025-10-01,6.3,64.7,5.6
3647,1304,2025-11-01,7.1,63.4,7.6
3648,1304,2025-12-01,10.0,46.9,9.0
3649,1305,2025-01-01,7.4,65.5,7.1
3650,1305,2025-02-01,9.0,77.8,9.3
3651,1305,2025-03-01,5.7,71.7,5.1
3652,1305,2025-04-01,6.4,92.7,6.8
3653,1305,2025-05-01,4.8,72.1,3.9
3654,1305,2025-06-01,6.9,84.4,6.9
3655,1305,2025-07-01,8.6,63.5,8.1
3656,1305,2025-08-01,9.0,90.6,9.4
3657,1305,2025-09-01,8.9,70.4,9.8
3658,1305,2025-10-01,8.7,67.9,7.8
3659,1305,2025-11-01,6.5,85.5,6.6
3660,1305,2025-12-01,5.9,63.7,6.1
3661,1306,2025-01-01,6.1,75.6,4.8
3662,1306,2025-02-01,7.9,59.9,8.2
3663,1306,2025-03-01,7.4,77.0,8.6
