Performance_ID,Employee_ID,Review_Month,Performance_Score,Productivity_Score,Manager_Rating,Review_Year,Review_Month_Number,Review_Month_Name
2909,1243,2025-05-01,6.4,72.6,6.0,2025,5,May
2910,1243,2025-06-01,7.5,86.9,6.8,2025,6,June
2911,1243,2025-07-01,7.7,80.1,8.3,2025,7,July
2912,1243,2025-08-01,10.0,81.2,10.0,2025,8,August
2913,1243,2025-09-01,6.6,34.6,5.8,2025,9,September
2914,1243,2025-10-01,8.0,57.0,8.9,2025,10,October
2915,1243,2025-11-01,7.0,82.9,5.9,2025,11,November
2916,1243,2025-12-01,6.3,86.8,5.4,2025,12,December
2917,1244,2025-01-01,6.8,74.1,6.8,2025,1,January
2918,1244,2025-02-01,6.4,81.6,6.1,2025,2,February
2919,1244,2025-03-01,6.5,93.7,6.5,2025,3,March
2920,1244,2025-04-01,7.2,73.0,8.6,2025,4,April
2921,1244,2025-05-01,7.1,66.9,7.3,2025,5,May
2922,1244,2025-06-01,7.9,83.9,7.4,2025,6,June
2923,1244,2025-07-01,5.5,54.8,5.8,2025,7,July
2924,1244,2025-08-01,7.7,70.4,8.2,2025,8,August
2925,1244,2025-09-01,5.7,80.5,7.1,2025,9,September
2926,1244,2025-10-01,7.8,61.7,8.5,2025,10,October
2927,1244,2025-11-01,7.0,87.6,5.9,2025,11,November
2928,1244,2025-12-01,6.4,91.4,7.0,2025,12,December
2929,1245,2025-01-01,6.0,90.3,6.5,2025,1,January
2930,1245,2025-02-01,5.3,76.2,4.6,2025,2,February
2931,1245,2025-03-01,8.0,78.9,8.2,2025,3,March
2932,1245,2025-04-01,6.9,57.2,6.3,2025,4,April
2933,1245,2025-05-01,6.9,67.7,7.5,2025,5,May
2934,1245,2025-06-01,6.5,93.3,5.8,2025,6,June
2935,1245,2025-07-01,6.9,60.3,6.3,2025,7,July
2936,1245,2025-08-01,10.0,65.9,9.0,2025,8,August
2937,1245,2025-09-01,6.4,96.1,4.6,2025,9,September
2938,1245,2025-10-01,5.5,71.2,5.0,2025,10,October
2939,1245,2025-11-01,6.9,93.8,8.2,2025,11,November
2940,1245,2025-12-01,6.7,67.4,7.0,2025,12,December
2941,1246,2025-01-01,6.3,93.9,4.9,2025,1,January
2942,1246,2025-02-01,6.6,59.3,5.8,2025,2,February
2943,1246,2025-03-01,7.0,98.7,6.5,2025,3,March
2944,1246,2025-04-01,9.9,86.8,9.1,2025,4,April
2945,1246,2025-05-01,6.8,100.0,7.2,2025,5,May
2946,1246,2025-06-01,6.4,66.0,6.4,2025,6,June
2947,1246,2025-07-01,9.0,66.7,9.3,2025,7,July
2948,1246,2025-08-01,10.0,79.2,9.5,2025,8,August
2949,1246,2025-09-01,5.7,97.5,5.5,2025,9,September
2950,1246,2025-10-01,7.8,63.6,6.4,2025,10,October
2951,1246,2025-11-01,6.4,62.1,5.3,2025,11,November
2952,1246,2025-12-01,7.0,60.7,7.3,2025,12,December
2953,1247,2025-01-01,7.3,64.8,5.9,2025,1,January
2954,1247,2025-02-01,6.6,65.6,6.8,2025,2,February
2955,1247,2025-03-01,5.9,72.1,7.0,2025,3,March
2956,1247,2025-04-01,7.7,98.3,6.6,2025,4,April
2957,1247,2025-05-01,6.5,78.5,5.1,2025,5,May
2958,1247,2025-06-01,8.7,73.7,8.8,2025,6,June
2959,1247,2025-07-01,6.9,44.6,7.7,2025,7,July
2960,1247,2025-08-01,7.9,60.7,7.2,2025,8,August
2961,1247,2025-09-01,7.5,81.8,7.5,2025,9,September
2962,1247,2025-10-01,5.5,79.3,5.0,2025,10,October
2963,1247,2025-11-01,8.8,73.4,6.7,2025,11,November
2964,1247,2025-12-01,9.9,65.2,10.0,2025,12,December
2965,1248,2025-01-01,7.2,72.5,6.1,2025,1,January
2966,1248,2025-02-01,9.5,72.1,10.0,2025,2,February
2967,1248,2025-03-01,10.0,65.4,9.4,2025,3,March
2968,1248,2025-04-01,9.1,70.6,9.6,2025,4,April
2969,1248,2025-05-01,8.4,78.4,8.0,2025,5,May
2970,1248,2025-06-01,4.9,77.6,3.8,2025,6,June
2971,1248,2025-07-01,6.1,69.9,5.4,2025,7,July
2972,1248,2025-08-01,10.0,94.7,10.0,2025,8,August
2973,1248,2025-09-01,5.6,65.8,5.4,2025,9,September
2974,1248,2025-10-01,7.0,72.9,8.0,2025,10,October
2975,1248,2025-11-01,7.5,89.0,8.8,2025,11,November
2976,1248,2025-12-01,7.1,65.6,7.6,2025,12,December
2977,1249,2025-01-01,8.9,58.3,9.5,2025,1,January
2978,1249,2025-02-01,6.5,65.8,5.8,2025,2,February
2979,1249,2025-03-01,4.4,70.4,2.6,2025,3,March
2980,1249,2025-04-01,3.9,92.3,3.5,2025,4,April
2981,1249,2025-05-01,8.2,78.4,9.3,2025,5,May
2982,1249,2025-06-01,5.4,82.0,5.5,2025,6,June
2983,1249,2025-07-01,9.6,71.7,10.0,2025,7,July
2984,1249,2025-08-01,7.7,82.8,8.8,2025,8,August
2985,1249,2025-09-01,5.0,73.6,5.8,2025,9,September
2986,1249,2025-10-01,9.6,51.2,10.0,2025,10,October
2987,1249,2025-11-01,5.3,97.5,4.8,2025,11,November
2988,1249,2025-12-01,7.3,63.5,6.2,2025,12,December
2989,1250,2025-01-01,5.8,37.4,4.6,2025,1,January
2990,1250,2025-02-01,5.6,64.9,4.0,2025,2,February
2991,1250,2025-03-01,5.9,62.0,6.6,2025,3,March
2992,1250,2025-04-01,7.5,66.9,9.9,2025,4,April
2993,1250,2025-05-01,6.6,78.3,4.5,2025,5,May
2994,1250,2025-06-01,9.0,70.1,9.6,2025,6,June
2995,1250,2025-07-01,7.1,85.2,7.4,2025,7,July
2996,1250,2025-08-01,6.6,65.9,6.2,2025,8,August
2997,1250,2025-09-01,5.9,68.5,6.4,2025,9,September
2998,1250,2025-10-01,5.3,67.9,5.6,2025,10,October
2999,1250,2025-11-01,6.4,92.3,7.2,2025,11,November
3000,1250,2025-12-01,8.0,72.2,7.8,2025,12,December
3001,1251,2025-01-01,9.8,77.2,8.8,2025,1,January
3002,1251,2025-02-01,8.0,77.5,8.4,2025,2,February
3003,1251,2025-03-01,5.0,75.2,3.2,2025,3,March
3004,1251,2025-04-01,9.0,81.3,6.8,2025,4,April
3005,1251,2025-05-01,7.7,61.4,9.3,2025,5,May
3006,1251,2025-06-01,6.4,46.5,7.0,2025,6,June
3007,1251,2025-07-01,8.0,84.1,8.7,2025,7,July
3008,1251,2025-08-01,9.2,54.9,10.0,2025,8,August
3009,1251,2025-09-01,4.9,78.4,4.4,2025,9,September
3010,1251,2025-10-01,7.2,62.2,6.5,2025,10,October
3011,1251,2025-11-01,8.3,76.2,9.7,2025,11,November
3012,1251,2025-12-01,5.9,71.7,6.1,2025,12,December
3013,1252,2025-01-01,5.8,100.0,4.5,2025,1,January
3014,1252,2025-02-01,4.8,90.9,5.8,2025,2,February
3015,1252,2025-03-01,6.7,77.3,8.0,2025,3,March
3016,1252,2025-04-01,8.5,69.0,9.8,2025,4,April
3017,1252,2025-05-01,9.1,49.3,9.7,2025,5,May
3018,1252,2025-06-01,5.7,86.1,5.8,2025,6,June
3019,1252,2025-07-01,5.3,61.4,4.8,2025,7,July
3020,1252,2025-08-01,7.5,66.0,6.9,2025,8,August
3021,1252,2025-09-01,6.1,51.6,5.6,2025,9,September
3022,1252,2025-10-01,6.7,80.3,8.1,2025,10,October
3023,1252,2025-11-01,6.3,64.5,7.1,2025,11,November
3024,1252,2025-12-01,6.7,78.5,6.1,2025,12,December
3025,1253,2025-01-01,6.7,64.7,7.4,2025,1,January
3026,1253,2025-02-01,8.4,55.8,9.4,2025,2,February
3027,1253,2025-03-01,7.2,65.2,8.2,2025,3,March
3028,1253,2025-04-01,6.3,79.1,7.3,2025,4,April
3029,1253,2025-05-01,6.8,78.7,5.2,2025,5,May
3030,1253,2025-06-01,10.0,100.0,9.9,2025,6,June
3031,1253,2025-07-01,5.8,73.3,7.1,2025,7,July
3032,1253,2025-08-01,6.9,79.7,6.8,2025,8,August
3033,1253,2025-09-01,5.4,80.8,5.3,2025,9,September
3034,1253,2025-10-01,5.7,85.0,6.1,2025,10,October
3035,1253,2025-11-01,7.7,98.9,8.1,2025,11,November
3036,1253,2025-12-01,7.0,75.5,7.1,2025,12,December
3037,1254,2025-01-01,5.9,83.0,6.1,2025,1,January
3038,1254,2025-02-01,7.8,71.2,8.8,2025,2,February
3039,1254,2025-03-01,7.9,92.4,6.5,2025,3,March
3040,1254,2025-04-01,8.2,80.6,9.0,2025,4,April
3041,1254,2025-05-01,6.2,74.6,6.3,2025,5,May
3042,1254,2025-06-01,8.0,68.7,9.3,2025,6,June
3043,1254,2025-07-01,5.1,71.5,6.1,2025,7,July
3044,1254,2025-08-01,4.3,77.5,3.5,2025,8,August
3045,1254,2025-09-01,6.8,90.5,6.9,2025,9,September
3046,1254,2025-10-01,9.0,69.6,7.9,2025,10,October
3047,1254,2025-11-01,8.1,38.3,8.2,2025,11,November
3048,1254,2025-12-01,8.1,61.3,7.5,2025,12,December
3049,1255,2025-01-01,7.6,100.0,7.9,2025,1,January
3050,1255,2025-02-01,6.6,82.2,6.4,2025,2,February
3051,1255,2025-03-01,5.9,63.6,5.7,2025,3,March
3052,1255,2025-04-01,9.6,70.4,9.5,2025,4,April
3053,1255,2025-05-01,7.8,62.6,8.1,2025,5,May
3054,1255,2025-06-01,8.6,80.0,8.7,2025,6,June
3055,1255,2025-07-01,7.3,88.4,8.1,2025,7,July
3056,1255,2025-08-01,9.3,100.0,7.5,2025,8,August
3057,1255,2025-09-01,7.2,73.0,6.3,2025,9,September
3058,1255,2025-10-01,10.0,79.0,10.0,2025,10,October
3059,1255,2025-11-01,10.0,85.9,9.3,2025,11,November
3060,1255,2025-12-01,5.2,56.8,5.9,2025,12,December
3061,1256,2025-01-01,8.2,76.8,7.6,2025,1,January
3062,1256,2025-02-01,7.2,89.7,8.7,2025,2,February
3063,1256,2025-03-01,4.5,62.3,4.1,2025,3,March
3064,1256,2025-04-01,6.3,77.0,7.3,2025,4,April
3065,1256,2025-05-01,8.3,67.8,6.5,2025,5,May
3066,1256,2025-06-01,5.6,65.2,7.5,2025,6,June
3067,1256,2025-07-01,6.8,100.0,6.7,2025,7,July
3068,1256,2025-08-01,7.7,74.3,6.6,2025,8,August
3069,1256,2025-09-01,7.7,64.6,7.4,2025,9,September
3070,1256,2025-10-01,5.8,58.8,5.2,2025,10,October
3071,1256,2025-11-01,8.1,50.8,7.1,2025,11,November
3072,1256,2025-12-01,5.2,93.6,4.9,2025,12,December
3073,1257,2025-01-01,6.6,65.4,7.4,2025,1,January
3074,1257,2025-02-01,7.1,74.8,7.9,2025,2,February
3075,1257,2025-03-01,5.5,62.7,6.5,2025,3,March
3076,1257,2025-04-01,7.8,78.2,8.6,2025,4,April
3077,1257,2025-05-01,10.0,56.1,10.0,2025,5,May
3078,1257,2025-06-01,8.1,48.0,7.8,2025,6,June
3079,1257,2025-07-01,8.0,92.7,6.9,2025,7,July
3080,1257,2025-08-01,7.6,63.4,6.2,2025,8,August
3081,1257,2025-09-01,7.1,77.1,8.1,2025,9,September
3082,1257,2025-10-01,4.3,58.0,5.8,2025,10,October
3083,1257,2025-11-01,7.3,75.8,6.4,2025,11,November
3084,1257,2025-12-01,8.6,92.2,9.3,2025,12,December
3085,1258,2025-01-01,6.9,56.5,8.3,2025,1,January
3086,1258,2025-02-01,5.5,55.3,5.2,2025,2,February
3087,1258,2025-03-01,5.4,94.5,6.4,2025,3,March
3088,1258,2025-04-01,5.9,82.9,5.9,2025,4,April
3089,1258,2025-05-01,9.4,85.0,9.2,2025,5,May
3090,1258,2025-06-01,8.6,76.3,9.0,2025,6,June
3091,1258,2025-07-01,5.3,75.9,5.4,2025,7,July
3092,1258,2025-08-01,7.7,89.2,6.1,2025,8,August
3093,1258,2025-09-01,8.9,90.4,10.0,2025,9,September
3094,1258,2025-10-01,7.1,70.7,7.1,2025,10,October
3095,1258,2025-11-01,8.6,89.5,8.9,2025,11,November
3096,1258,2025-12-01,5.8,59.3,5.4,2025,12,December
3097,1259,2025-01-01,6.9,66.2,8.1,2025,1,January
3098,1259,2025-02-01,6.4,34.8,8.5,2025,2,February
3099,1259,2025-03-01,7.1,79.5,5.7,2025,3,March
3100,1259,2025-04-01,6.6,56.1,6.2,2025,4,April
3101,1259,2025-05-01,5.4,65.0,5.5,2025,5,May
3102,1259,2025-06-01,9.1,78.6,9.9,2025,6,June
3103,1259,2025-07-01,6.4,82.2,6.2,2025,7,July
3104,1259,2025-08-01,7.8,84.2,7.3,2025,8,August
3105,1259,2025-09-01,7.8,66.3,8.9,2025,9,September
3106,1259,2025-10-01,8.5,89.6,6.8,2025,10,October
3107,1259,2025-11-01,6.5,79.6,5.2,2025,11,November
3108,1259,2025-12-01,7.4,96.0,7.1,2025,12,December
3109,1260,2025-01-01,8.1,95.7,8.2,2025,1,January
3110,1260,2025-02-01,8.8,65.3,8.9,2025,2,February
3111,1260,2025-03-01,8.5,80.6,6.3,2025,3,March
3112,1260,2025-04-01,7.4,79.4,8.0,2025,4,April
3113,1260,2025-05-01,7.4,60.6,7.8,2025,5,May
3114,1260,2025-06-01,10.0,55.2,9.2,2025,6,June
3115,1260,2025-07-01,5.8,71.7,6.1,2025,7,July
3116,1260,2025-08-01,8.2,57.9,7.4,2025,8,August
3117,1260,2025-09-01,9.6,79.0,9.0,2025,9,September
3118,1260,2025-10-01,10.0,89.3,10.0,2025,10,October
3119,1260,2025-11-01,5.3,75.9,6.7,2025,11,November
3120,1260,2025-12-01,5.8,70.7,5.4,2025,12,December
3121,1261,2025-01-01,8.9,74.4,9.3,2025,1,January
3122,1261,2025-02-01,7.9,77.5,7.4,2025,2,February
3123,1261,2025-03-01,6.1,78.0,6.0,2025,3,March
3124,1261,2025-04-01,5.9,75.7,5.5,2025,4,April
3125,1261,2025-05-01,6.6,63.2,8.1,2025,5,May
3126,1261,2025-06-01,7.6,60.4,7.0,2025,6,June
3127,1261,2025-07-01,9.8,95.2,10.0,2025,7,July
3128,1261,2025-08-01,8.2,77.7,7.0,2025,8,August
3129,1261,2025-09-01,7.6,73.3,8.3,2025,9,September
3130,1261,2025-10-01,5.7,89.9,4.2,2025,10,October
3131,1261,2025-11-01,7.3,44.6,6.5,2025,11,November
3132,1261,2025-12-01,6.5,74.8,7.7,2025,12,December
3133,1262,2025-01-01,5.8,93.8,6.8,2025,1,January
3134,1262,2025-02-01,9.2,79.5,6.3,2025,2,February
3135,1262,2025-03-01,5.8,73.4,5.9,2025,3,March
3136,1262,2025-04-01,7.9,85.5,7.6,2025,4,April
3137,1262,2025-05-01,7.5,81.5,6.5,2025,5,May
3138,1262,2025-06-01,8.4,58.1,8.4,2025,6,June
3139,1262,2025-07-01,8.4,64.3,9.0,2025,7,July
3140,1262,2025-08-01,8.2,100.0,9.4,2025,8,August
3141,1262,2025-09-01,6.5,70.3,5.0,2025,9,September
3142,1262,2025-10-01,8.4,68.6,9.3,2025,10,October
3143,1262,2025-11-01,6.8,81.1,6.8,2025,11,November
3144,1262,2025-12-01,6.7,92.5,6.8,2025,12,December
3145,1263,2025-01-01,7.8,80.6,7.8,2025,1,January
3146,1263,2025-02-01,8.0,49.7,8.0,2025,2,February
3147,1263,2025-03-01,7.6,67.3,8.9,2025,3,March
3148,1263,2025-04-01,8.1,63.5,8.5,2025,4,April
3149,1263,2025-05-01,7.1,92.6,6.7,2025,5,May
3150,1263,2025-06-01,7.3,80.0,7.4,2025,6,June
3151,1263,2025-07-01,9.0,74.5,9.6,2025,7,July
3152,1263,2025-08-01,5.9,91.0,5.9,2025,8,August
3153,1263,2025-09-01,5.8,74.8,5.8,2025,9,September
3154,1263,2025-10-01,5.7,75.0,6.5,2025,10,October
3155,1263,2025-11-01,7.2,90.3,8.5,2025,11,November
3156,1263,2025-12-01,6.0,81.1,6.2,2025,12,December
3157,1264,2025-01-01,5.5,83.6,6.5,2025,1,January
3158,1264,2025-02-01,5.9,70.9,5.2,2025,2,February
3159,1264,2025-03-01,4.7,64.8,6.6,2025,3,March
3160,1264,2025-04-01,7.5,72.3,6.3,2025,4,April
3161,1264,2025-05-01,7.6,66.7,6.8,2025,5,May
3162,1264,2025-06-01,7.5,79.7,7.1,2025,6,June
3163,1264,2025-07-01,5.7,71.7,5.5,2025,7,July
3164,1264,2025-08-01,7.1,44.8,7.7,2025,8,August
3165,1264,2025-09-01,7.2,55.1,7.8,2025,9,September
3166,1264,2025-10-01,8.3,86.3,7.6,2025,10,October
3167,1264,2025-11-01,7.3,86.1,7.9,2025,11,November
3168,1264,2025-12-01,6.1,73.4,6.7,2025,12,December
3169,1265,2025-01-01,6.7,64.4,6.4,2025,1,January
3170,1265,2025-02-01,9.4,70.5,7.6,2025,2,February
3171,1265,2025-03-01,5.7,70.8,6.5,2025,3,March
3172,1265,2025-04-01,6.0,71.7,5.6,2025,4,April
3173,1265,2025-05-01,6.4,72.0,7.8,2025,5,May
3174,1265,2025-06-01,6.6,95.8,8.2,2025,6,June
3175,1265,2025-07-01,6.8,66.5,7.1,2025,7,July
3176,1265,2025-08-01,10.0,69.8,10.0,2025,8,August
3177,1265,2025-09-01,6.8,63.5,8.7,2025,9,September
3178,1265,2025-10-01,7.3,71.7,7.4,2025,10,October
3179,1265,2025-11-01,7.5,69.2,7.4,2025,11,November
3180,1265,2025-12-01,6.3,86.8,4.9,2025,12,December
3181,1266,2025-01-01,7.0,77.1,5.7,2025,1,January
3182,1266,2025-02-01,7.6,87.6,6.9,2025,2,February
3183,1266,2025-03-01,7.1,61.3,7.3,2025,3,March
3184,1266,2025-04-01,8.1,83.0,7.5,2025,4,April
3185,1266,2025-05-01,6.4,75.3,6.7,2025,5,May
3186,1266,2025-06-01,7.8,63.7,7.2,2025,6,June
3187,1266,2025-07-01,5.8,80.8,4.9,2025,7,July
3188,1266,2025-08-01,6.9,63.0,6.9,2025,8,August
3189,1266,2025-09-01,8.4,76.3,8.3,2025,9,September
3190,1266,2025-10-01,7.6,87.3,7.9,2025,10,October
3191,1266,2025-11-01,6.6,81.6,6.7,2025,11,November
3192,1266,2025-12-01,6.7,64.9,5.0,2025,12,December
3193,1267,2025-01-01,9.9,52.8,10.0,2025,1,January
3194,1267,2025-02-01,6.3,100.0,6.8,2025,2,February
3195,1267,2025-03-01,7.0,50.2,7.2,2025,3,March
3196,1267,2025-04-01,8.1,65.6,8.1,2025,4,April
3197,1267,2025-05-01,9.9,95.5,9.7,2025,5,May
3198,1267,2025-06-01,7.8,69.0,9.3,2025,6,June
3199,1267,2025-07-01,8.0,80.7,8.3,2025,7,July
3200,1267,2025-08-01,9.0,62.9,10.0,2025,8,August
3201,1267,2025-09-01,8.0,90.1,8.5,2025,9,September
3202,1267,2025-10-01,8.1,81.5,7.6,2025,10,October
3203,1267,2025-11-01,6.8,85.5,7.6,2025,11,November
3204,1267,2025-12-01,8.8,90.9,8.2,2025,12,December
3205,1268,2025-01-01,7.8,78.7,7.9,2025,1,January
3206,1268,2025-02-01,5.1,60.8,5.6,2025,2,February
3207,1268,2025-03-01,6.0,82.7,5.9,2025,3,March
3208,1268,2025-04-01,4.6,54.5,5.1,2025,4,April
3209,1268,2025-05-01,7.3,70.1,8.6,2025,5,May
3210,1268,2025-06-01,5.9,94.0,3.7,2025,6,June
3211,1268,2025-07-01,8.7,84.9,10.0,2025,7,July
3212,1268,2025-08-01,5.2,100.0,3.9,2025,8,August
3213,1268,2025-09-01,7.8,78.4,9.4,2025,9,September
3214,1268,2025-10-01,4.9,80.6,5.4,2025,10,October
3215,1268,2025-11-01,7.0,73.7,7.5,2025,11,November
3216,1268,2025-12-01,6.9,57.3,8.3,2025,12,December
3217,1269,2025-01-01,4.7,94.8,5.6,2025,1,January
3218,1269,2025-02-01,4.5,86.1,3.6,2025,2,February
3219,1269,2025-03-01,7.7,76.1,9.4,2025,3,March
3220,1269,2025-04-01,8.4,82.3,8.1,2025,4,April
3221,1269,2025-05-01,6.6,56.5,5.5,2025,5,May
3222,1269,2025-06-01,8.1,66.0,7.8,2025,6,June
3223,1269,2025-07-01,5.1,57.9,4.9,2025,7,July
3224,1269,2025-08-01,9.5,80.2,10.0,2025,8,August
3225,1269,2025-09-01,10.0,100.0,10.0,2025,9,September
3226,1269,2025-10-01,6.0,33.1,5.4,2025,10,October
3227,1269,2025-11-01,5.7,60.8,3.7,2025,11,November
3228,1269,2025-12-01,8.4,67.2,8.9,2025,12,December
3229,1270,2025-01-01,7.2,88.8,7.5,2025,1,January
3230,1270,2025-02-01,9.5,80.5,10.0,2025,2,February
3231,1270,2025-03-01,7.9,100.0,7.6,2025,3,March
3232,1270,2025-04-01,7.1,82.4,5.4,2025,4,April
3233,1270,2025-05-01,6.8,71.4,6.8,2025,5,May
3234,1270,2025-06-01,6.6,58.5,4.2,2025,6,June
3235,1270,2025-07-01,7.2,86.7,5.9,2025,7,July
3236,1270,2025-08-01,8.5,89.2,9.2,2025,8,August
3237,1270,2025-09-01,8.5,78.7,7.3,2025,9,September
3238,1270,2025-10-01,7.2,67.4,6.8,2025,10,October
3239,1270,2025-11-01,9.2,81.9,10.0,2025,11,November
3240,1270,2025-12-01,8.5,79.3,7.8,2025,12,December
3241,1271,2025-01-01,9.1,67.7,7.2,2025,1,January
3242,1271,2025-02-01,5.5,86.9,5.8,2025,2,February
3243,1271,2025-03-01,8.9,90.6,9.1,2025,3,March
3244,1271,2025-04-01,7.8,63.3,7.6,2025,4,April
3245,1271,2025-05-01,6.4,69.4,6.5,2025,5,May
3246,1271,2025-06-01,5.8,60.4,6.1,2025,6,June
3247,1271,2025-07-01,8.2,71.1,7.6,2025,7,July
3248,1271,2025-08-01,6.0,100.0,5.5,2025,8,August
3249,1271,2025-09-01,4.1,78.1,6.3,2025,9,September
3250,1271,2025-10-01,9.3,82.3,10.0,2025,10,October
3251,1271,2025-11-01,7.8,79.4,8.7,2025,11,November
3252,1271,2025-12-01,6.7,64.6,6.7,2025,12,December
3253,1272,2025-01-01,8.6,70.1,8.7,2025,1,January
3254,1272,2025-02-01,7.5,72.1,6.9,2025,2,February
3255,1272,2025-03-01,4.8,90.6,3.9,2025,3,March
3256,1272,2025-04-01,7.0,75.2,8.4,2025,4,April
3257,1272,2025-05-01,4.9,68.7,5.3,2025,5,May
3258,1272,2025-06-01,8.5,75.7,9.4,2025,6,June
3259,1272,2025-07-01,6.6,91.5,5.3,2025,7,July
3260,1272,2025-08-01,6.2,49.8,5.5,2025,8,August
3261,1272,2025-09-01,5.2,81.8,6.6,2025,9,September
3262,1272,2025-10-01,7.9,82.2,8.8,2025,10,October
3263,1272,2025-11-01,7.7,88.3,7.1,2025,11,November
3264,1272,2025-12-01,8.0,85.1,8.4,2025,12,December
3265,1273,2025-01-01,6.8,68.7,6.1,2025,1,January
3266,1273,2025-02-01,6.7,83.9,6.8,2025,2,February
3267,1273,2025-03-01,9.2,54.0,7.8,2025,3,March
3268,1273,2025-04-01,6.4,77.6,7.6,2025,4,April
3269,1273,2025-05-01,7.0,100.0,6.3,2025,5,May
3270,1273,2025-06-01,9.0,89.3,7.7,2025,6,June
3271,1273,2025-07-01,5.2,73.0,4.9,2025,7,July
3272,1273,2025-08-01,7.2,44.8,7.6,2025,8,August
3273,1273,2025-09-01,7.2,85.9,7.5,2025,9,September
3274,1273,2025-10-01,5.9,65.9,5.1,2025,10,October
3275,1273,2025-11-01,6.5,74.3,6.0,2025,11,November
3276,1273,2025-12-01,10.0,66.3,10.0,2025,12,December
3277,1274,2025-01-01,8.4,79.5,8.2,2025,1,January
3278,1274,2025-02-01,8.6,92.6,8.2,2025,2,February
3279,1274,2025-03-01,8.3,78.6,6.6,2025,3,March
3280,1274,2025-04-01,7.3,75.2,8.5,2025,4,April
3281,1274,2025-05-01,6.0,54.6,6.4,2025,5,May
3282,1274,2025-06-01,7.4,83.0,7.6,2025,6,June
3283,1274,2025-07-01,5.3,90.3,8.0,2025,7,July
3284,1274,2025-08-01,9.3,86.2,7.9,2025,8,August
3285,1274,2025-09-01,6.3,50.6,7.3,2025,9,September
3286,1274,2025-10-01,6.2,62.4,6.4,2025,10,October
3287,1274,2025-11-01,9.1,64.8,8.1,2025,11,November
3288,1274,2025-12-01,4.1,71.1,5.6,2025,12,December
3289,1275,2025-01-01,7.9,75.1,7.0,2025,1,January
3290,1275,2025-02-01,8.0,70.6,8.0,2025,2,February
3291,1275,2025-03-01,3.5,72.1,1.4,2025,3,March
3292,1275,2025-04-01,6.6,87.2,7.2,2025,4,April
3293,1275,2025-05-01,7.0,69.1,7.7,2025,5,May
3294,1275,2025-06-01,7.5,99.4,8.2,2025,6,June
3295,1275,2025-07-01,5.0,88.7,5.9,2025,7,July
3296,1275,2025-08-01,6.4,73.0,7.3,2025,8,August
3297,1275,2025-09-01,8.1,56.0,8.7,2025,9,September
3298,1275,2025-10-01,5.7,77.8,5.6,2025,10,October
3299,1275,2025-11-01,4.3,98.9,2.7,2025,11,November
3300,1275,2025-12-01,9.3,73.5,9.0,2025,12,December
3301,1276,2025-01-01,8.0,82.0,10.0,2025,1,January
3302,1276,2025-02-01,6.4,84.2,6.7,2025,2,February
3303,1276,2025-03-01,8.1,75.6,8.0,2025,3,March
3304,1276,2025-04-01,6.3,67.9,5.5,2025,4,April
3305,1276,2025-05-01,8.2,55.7,7.0,2025,5,May
3306,1276,2025-06-01,7.3,57.1,6.1,2025,6,June
3307,1276,2025-07-01,7.7,75.1,7.8,2025,7,July
3308,1276,2025-08-01,6.2,59.8,5.7,2025,8,August
3309,1276,2025-09-01,7.8,74.8,7.9,2025,9,September
3310,1276,2025-10-01,6.3,79.5,5.3,2025,10,October
3311,1276,2025-11-01,8.1,84.9,7.4,2025,11,November
3312,1276,2025-12-01,8.1,48.5,8.9,2025,12,December
3313,1277,2025-01-01,4.6,95.9,4.6,2025,1,January
3314,1277,2025-02-01,8.6,62.9,9.3,2025,2,February
3315,1277,2025-03-01,7.2,82.6,6.5,2025,3,March
3316,1277,2025-04-01,6.0,80.5,5.8,2025,4,April
3317,1277,2025-05-01,6.7,72.8,6.1,2025,5,May
3318,1277,2025-06-01,7.6,80.7,7.0,2025,6,June
3319,1277,2025-07-01,6.3,90.2,6.5,2025,7,July
3320,1277,2025-08-01,8.1,87.8,6.0,2025,8,August
3321,1277,2025-09-01,7.9,74.8,7.0,2025,9,September
3322,1277,2025-10-01,8.5,80.6,8.2,2025,10,October
3323,1277,2025-11-01,5.5,100.0,5.9,2025,11,November
3324,1277,2025-12-01,7.0,92.2,7.3,2025,12,December
3325,1278,2025-01-01,5.9,63.1,6.0,2025,1,January
3326,1278,2025-02-01,7.6,77.3,7.5,2025,2,February
3327,1278,2025-03-01,5.5,74.7,6.1,2025,3,March
3328,1278,2025-04-01,7.4,55.6,6.9,2025,4,April
3329,1278,2025-05-01,7.7,62.8,9.2,2025,5,May
3330,1278,2025-06-01,6.8,62.3,7.4,2025,6,June
3331,1278,2025-07-01,4.7,80.3,4.8,2025,7,July
3332,1278,2025-08-01,9.2,82.0,8.4,2025,8,August
3333,1278,2025-09-01,7.9,65.8,8.7,2025,9,September
3334,1278,2025-10-01,7.7,90.7,9.4,2025,10,October
3335,1278,2025-11-01,6.8,81.5,5.8,2025,11,November
3336,1278,2025-12-01,7.0,92.3,6.3,2025,12,December
3337,1279,2025-01-01,6.0,83.4,5.8,2025,1,January
3338,1279,2025-02-01,7.5,82.8,6.7,2025,2,February
3339,1279,2025-03-01,5.6,43.8,5.9,2025,3,March
3340,1279,2025-04-01,10.0,71.0,9.0,2025,4,April
3341,1279,2025-05-01,4.8,62.2,4.8,2025,5,May
3342,1279,2025-06-01,7.7,87.5,8.5,2025,6,June
3343,1279,2025-07-01,7.8,65.8,6.5,2025,7,July
