Attendance_ID,Employee_ID,Date,Status,Working_Hours,Overtime_Hours,Year,Month,Month_Name,Day_Name,Day_Type
35945,1172,2025-09-29,Present,7.1,1.7,2025,9,September,Monday,Weekday
35946,1172,2025-03-11,Present,7.3,0.1,2025,3,March,Tuesday,Weekday
35947,1172,2025-06-20,Present,9.3,1.4,2025,6,June,Friday,Weekday
35948,1172,2025-02-28,Leave,0.0,0.0,2025,2,February,Friday,Weekday
35949,1172,2025-02-27,Present,8.6,0.7,2025,2,February,Thursday,Weekday
35950,1172,2025-08-20,Absent,0.0,0.0,2025,8,August,Wednesday,Weekday
35951,1172,2025-08-06,Present,8.3,0.8,2025,8,August,Wednesday,Weekday
35952,1172,2025-01-08,Present,8.9,0.0,2025,1,January,Wednesday,Weekday
35953,1172,2025-05-19,Present,8.6,1.4,2025,5,May,Monday,Weekday
35954,1172,2025-02-05,Present,7.8,0.0,2025,2,February,Wednesday,Weekday
35955,1172,2025-06-03,WFH,7.9,0.0,2025,6,June,Tuesday,Weekday
35956,1172,2025-01-27,Leave,0.0,0.0,2025,1,January,Monday,Weekday
35957,1172,2025-12-17,Present,8.5,0.0,2025,12,December,Wednesday,Weekday
35958,1172,2025-02-25,Present,8.9,1.0,2025,2,February,Tuesday,Weekday
35959,1172,2025-11-10,Present,8.9,0.6,2025,11,November,Monday,Weekday
35960,1172,2025-02-06,Present,7.9,2.9,2025,2,February,Thursday,Weekday
35961,1172,2025-03-21,Present,9.1,1.3,2025,3,March,Friday,Weekday
35962,1172,2025-11-17,Present,8.7,0.5,2025,11,November,Monday,Weekday
35963,1172,2025-02-26,Leave,0.0,0.0,2025,2,February,Wednesday,Weekday
35964,1172,2025-09-02,Present,7.7,1.7,2025,9,September,Tuesday,Weekday
35965,1172,2025-10-13,WFH,8.3,0.0,2025,10,October,Monday,Weekday
35966,1172,2025-10-14,Present,9.3,0.2,2025,10,October,Tuesday,Weekday
35967,1172,2025-10-07,WFH,8.5,0.7,2025,10,October,Tuesday,Weekday
35968,1172,2025-05-13,Present,8.9,0.0,2025,5,May,Tuesday,Weekday
35969,1172,2025-08-19,Leave,0.0,0.0,2025,8,August,Tuesday,Weekday
35970,1172,2025-06-13,WFH,8.0,2.4,2025,6,June,Friday,Weekday
35971,1172,2025-01-24,WFH,7.9,2.7,2025,1,January,Friday,Weekday
35972,1172,2025-10-31,Present,8.3,1.0,2025,10,October,Friday,Weekday
35973,1172,2025-11-19,Present,8.0,2.6,2025,11,November,Wednesday,Weekday
35974,1172,2025-08-04,Present,8.5,0.0,2025,8,August,Monday,Weekday
35975,1172,2025-09-04,Present,8.5,1.7,2025,9,September,Thursday,Weekday
35976,1172,2025-06-10,Present,8.8,0.0,2025,6,June,Tuesday,Weekday
35977,1172,2025-05-16,Present,9.2,1.0,2025,5,May,Friday,Weekday
35978,1172,2025-08-26,Present,7.4,0.0,2025,8,August,Tuesday,Weekday
35979,1172,2025-09-11,Present,8.4,0.2,2025,9,September,Thursday,Weekday
35980,1172,2025-11-20,Present,8.7,0.0,2025,11,November,Thursday,Weekday
35981,1172,2025-01-06,WFH,8.4,1.8,2025,1,January,Monday,Weekday
35982,1172,2025-10-23,Present,7.4,2.0,2025,10,October,Thursday,Weekday
35983,1172,2025-01-31,Present,8.8,0.2,2025,1,January,Friday,Weekday
35984,1172,2025-04-02,Present,9.0,0.0,2025,4,April,Wednesday,Weekday
35985,1172,2025-03-28,Present,7.9,1.6,2025,3,March,Friday,Weekday
35986,1172,2025-11-05,Present,7.9,0.7,2025,11,November,Wednesday,Weekday
35987,1172,2025-01-20,Present,7.9,0.1,2025,1,January,Monday,Weekday
35988,1172,2025-08-22,Present,8.7,0.8,2025,8,August,Friday,Weekday
35989,1172,2025-10-01,Leave,0.0,0.0,2025,10,October,Wednesday,Weekday
35990,1172,2025-12-09,Leave,0.0,0.0,2025,12,December,Tuesday,Weekday
35991,1172,2025-05-21,Present,7.0,0.0,2025,5,May,Wednesday,Weekday
35992,1172,2025-05-30,Present,9.5,0.0,2025,5,May,Friday,Weekday
35993,1172,2025-07-09,Present,8.4,1.4,2025,7,July,Wednesday,Weekday
35994,1172,2025-03-07,Present,9.1,0.5,2025,3,March,Friday,Weekday
35995,1172,2025-08-07,Present,8.2,1.6,2025,8,August,Thursday,Weekday
35996,1172,2025-09-15,Present,7.1,0.0,2025,9,September,Monday,Weekday
35997,1172,2025-05-20,Present,7.8,0.6,2025,5,May,Tuesday,Weekday
35998,1172,2025-11-26,Present,7.3,0.0,2025,11,November,Wednesday,Weekday
35999,1172,2025-05-06,Present,9.4,1.8,2025,5,May,Tuesday,Weekday
36000,1172,2025-10-10,Leave,0.0,0.0,2025,10,October,Friday,Weekday
36001,1172,2025-12-22,Present,9.0,0.0,2025,12,December,Monday,Weekday
36002,1172,2025-02-11,WFH,9.2,0.7,2025,2,February,Tuesday,Weekday
36003,1172,2025-03-27,Leave,0.0,0.0,2025,3,March,Thursday,Weekday
36004,1172,2025-11-25,Present,7.6,0.8,2025,11,November,Tuesday,Weekday
36005,1172,2025-09-17,Present,8.0,3.0,2025,9,September,Wednesday,Weekday
36006,1172,2025-04-14,WFH,9.4,0.1,2025,4,April,Monday,Weekday
36007,1172,2025-03-03,Present,8.1,1.8,2025,3,March,Monday,Weekday
36008,1172,2025-04-08,Present,9.1,0.0,2025,4,April,Tuesday,Weekday
36009,1172,2025-07-16,Present,7.5,0.5,2025,7,July,Wednesday,Weekday
36010,1172,2025-07-15,WFH,8.3,1.9,2025,7,July,Tuesday,Weekday
36011,1172,2025-02-04,Present,8.1,1.3,2025,2,February,Tuesday,Weekday
36012,1172,2025-02-03,Present,7.4,1.3,2025,2,February,Monday,Weekday
36013,1172,2025-07-22,WFH,8.9,1.9,2025,7,July,Tuesday,Weekday
36014,1172,2025-02-24,Present,9.1,2.3,2025,2,February,Monday,Weekday
36015,1172,2025-02-19,Present,7.7,0.3,2025,2,February,Wednesday,Weekday
36016,1172,2025-12-05,Present,7.4,1.3,2025,12,December,Friday,Weekday
36017,1172,2025-10-15,Present,9.2,0.7,2025,10,October,Wednesday,Weekday
36018,1172,2025-12-26,Absent,0.0,0.0,2025,12,December,Friday,Weekday
36019,1172,2025-03-24,Present,7.3,1.8,2025,3,March,Monday,Weekday
36020,1172,2025-07-07,Present,8.2,1.9,2025,7,July,Monday,Weekday
36021,1172,2025-07-17,Present,7.9,0.0,2025,7,July,Thursday,Weekday
36022,1172,2025-07-14,Present,7.7,0.5,2025,7,July,Monday,Weekday
36023,1172,2025-05-07,Present,7.2,0.0,2025,5,May,Wednesday,Weekday
36024,1172,2025-10-22,Present,8.4,0.6,2025,10,October,Wednesday,Weekday
36025,1172,2025-12-11,Absent,0.0,0.0,2025,12,December,Thursday,Weekday
36026,1172,2025-03-26,Present,9.1,1.0,2025,3,March,Wednesday,Weekday
36027,1172,2025-12-12,Absent,0.0,0.0,2025,12,December,Friday,Weekday
36028,1172,2025-06-05,WFH,7.7,0.0,2025,6,June,Thursday,Weekday
36029,1172,2025-04-23,Present,7.6,0.0,2025,4,April,Wednesday,Weekday
36030,1172,2025-04-01,Present,8.4,0.0,2025,4,April,Tuesday,Weekday
36031,1172,2025-01-28,Present,8.3,1.5,2025,1,January,Tuesday,Weekday
36032,1172,2025-01-09,Present,7.2,2.0,2025,1,January,Thursday,Weekday
36033,1172,2025-08-01,Present,7.7,0.0,2025,8,August,Friday,Weekday
36034,1172,2025-04-11,Present,7.1,1.1,2025,4,April,Friday,Weekday
36035,1172,2025-07-21,Present,8.6,1.3,2025,7,July,Monday,Weekday
36036,1172,2025-04-07,Present,7.8,0.6,2025,4,April,Monday,Weekday
36037,1172,2025-12-16,Absent,0.0,0.0,2025,12,December,Tuesday,Weekday
36038,1172,2025-11-18,Present,9.0,0.4,2025,11,November,Tuesday,Weekday
36039,1172,2025-01-14,Present,8.1,1.5,2025,1,January,Tuesday,Weekday
36040,1172,2025-06-17,Present,8.5,1.2,2025,6,June,Tuesday,Weekday
36041,1172,2025-05-12,WFH,8.3,0.5,2025,5,May,Monday,Weekday
36042,1172,2025-07-18,Present,8.8,2.8,2025,7,July,Friday,Weekday
36043,1172,2025-06-23,Present,7.5,0.5,2025,6,June,Monday,Weekday
36044,1172,2025-09-16,Present,7.4,0.7,2025,9,September,Tuesday,Weekday
36045,1172,2025-06-12,Present,9.0,1.6,2025,6,June,Thursday,Weekday
36046,1172,2025-03-06,Present,7.3,0.5,2025,3,March,Thursday,Weekday
36047,1172,2025-05-14,Present,8.1,0.3,2025,5,May,Wednesday,Weekday
36048,1172,2025-05-26,Present,7.1,0.0,2025,5,May,Monday,Weekday
36049,1172,2025-09-03,WFH,7.5,0.2,2025,9,September,Wednesday,Weekday
36050,1172,2025-04-29,Present,7.6,1.2,2025,4,April,Tuesday,Weekday
36051,1172,2025-04-03,Present,8.4,0.6,2025,4,April,Thursday,Weekday
36052,1172,2025-05-29,Present,8.8,0.1,2025,5,May,Thursday,Weekday
36053,1172,2025-03-10,Present,7.3,1.5,2025,3,March,Monday,Weekday
36054,1172,2025-10-06,Present,8.0,1.0,2025,10,October,Monday,Weekday
36055,1172,2025-06-27,WFH,9.2,0.8,2025,6,June,Friday,Weekday
36056,1172,2025-12-15,Present,7.3,1.4,2025,12,December,Monday,Weekday
36057,1172,2025-05-28,Present,8.2,1.1,2025,5,May,Wednesday,Weekday
36058,1172,2025-03-04,Present,7.3,0.0,2025,3,March,Tuesday,Weekday
36059,1172,2025-03-12,Present,8.9,0.0,2025,3,March,Wednesday,Weekday
36060,1172,2025-05-27,Absent,0.0,0.0,2025,5,May,Tuesday,Weekday
36061,1172,2025-09-18,Present,8.5,1.5,2025,9,September,Thursday,Weekday
36062,1172,2025-07-10,Present,7.9,0.1,2025,7,July,Thursday,Weekday
36063,1172,2025-01-03,Leave,0.0,0.0,2025,1,January,Friday,Weekday
36064,1172,2025-03-13,Leave,0.0,0.0,2025,3,March,Thursday,Weekday
36065,1172,2025-11-27,WFH,8.4,0.1,2025,11,November,Thursday,Weekday
36066,1172,2025-09-23,Leave,0.0,0.0,2025,9,September,Tuesday,Weekday
36067,1172,2025-04-30,Present,8.8,2.6,2025,4,April,Wednesday,Weekday
36068,1172,2025-09-26,Leave,0.0,0.0,2025,9,September,Friday,Weekday
36069,1172,2025-11-24,Present,9.1,1.4,2025,11,November,Monday,Weekday
36070,1172,2025-01-15,Present,8.1,0.7,2025,1,January,Wednesday,Weekday
36071,1172,2025-10-09,Absent,0.0,0.0,2025,10,October,Thursday,Weekday
36072,1172,2025-09-10,Present,8.8,0.5,2025,9,September,Wednesday,Weekday
36073,1172,2025-04-22,Present,8.9,1.2,2025,4,April,Tuesday,Weekday
36074,1172,2025-12-08,Present,7.7,1.2,2025,12,December,Monday,Weekday
36075,1172,2025-06-16,Present,8.8,0.9,2025,6,June,Monday,Weekday
36076,1172,2025-05-22,Present,8.9,2.3,2025,5,May,Thursday,Weekday
36077,1172,2025-01-02,Present,8.4,1.0,2025,1,January,Thursday,Weekday
36078,1172,2025-06-04,Present,8.5,0.4,2025,6,June,Wednesday,Weekday
36079,1172,2025-01-23,Present,9.4,2.4,2025,1,January,Thursday,Weekday
36080,1172,2025-05-15,WFH,7.7,1.4,2025,5,May,Thursday,Weekday
36081,1172,2025-12-23,Present,7.2,0.0,2025,12,December,Tuesday,Weekday
36082,1172,2025-07-31,Present,7.8,0.6,2025,7,July,Thursday,Weekday
36083,1172,2025-04-15,Present,7.9,0.1,2025,4,April,Tuesday,Weekday
36084,1172,2025-01-01,Present,9.3,1.9,2025,1,January,Wednesday,Weekday
36085,1172,2025-10-30,Present,8.6,0.5,2025,10,October,Thursday,Weekday
36086,1172,2025-05-02,Present,9.1,0.0,2025,5,May,Friday,Weekday
36087,1172,2025-10-29,Present,9.2,0.3,2025,10,October,Wednesday,Weekday
36088,1172,2025-04-16,Present,8.9,3.2,2025,4,April,Wednesday,Weekday
36089,1172,2025-04-09,WFH,8.7,2.0,2025,4,April,Wednesday,Weekday
36090,1172,2025-08-11,Present,8.4,1.3,2025,8,August,Monday,Weekday
36091,1172,2025-01-17,Present,7.1,0.8,2025,1,January,Friday,Weekday
36092,1172,2025-12-03,Present,9.0,0.7,2025,12,December,Wednesday,Weekday
36093,1172,2025-03-25,Present,8.0,0.7,2025,3,March,Tuesday,Weekday
36094,1172,2025-12-01,Present,9.0,0.0,2025,12,December,Monday,Weekday
36095,1172,2025-07-24,Absent,0.0,0.0,2025,7,July,Thursday,Weekday
36096,1172,2025-09-08,Present,8.9,1.0,2025,9,September,Monday,Weekday
36097,1172,2025-08-12,Present,8.0,0.4,2025,8,August,Tuesday,Weekday
36098,1172,2025-08-25,Present,7.2,1.4,2025,8,August,Monday,Weekday
36099,1172,2025-12-24,Present,8.6,0.6,2025,12,December,Wednesday,Weekday
36100,1172,2025-01-22,Present,9.1,1.0,2025,1,January,Wednesday,Weekday
36101,1172,2025-04-17,Present,7.8,0.0,2025,4,April,Thursday,Weekday
36102,1172,2025-03-20,Present,7.9,0.0,2025,3,March,Thursday,Weekday
36103,1172,2025-08-18,WFH,7.9,1.9,2025,8,August,Monday,Weekday
36104,1172,2025-07-28,Present,9.0,0.5,2025,7,July,Monday,Weekday
36105,1172,2025-07-08,Present,8.5,1.4,2025,7,July,Tuesday,Weekday
36106,1172,2025-10-20,WFH,7.5,0.4,2025,10,October,Monday,Weekday
36107,1172,2025-02-12,Leave,0.0,0.0,2025,2,February,Wednesday,Weekday
36108,1172,2025-10-27,Present,8.1,0.8,2025,10,October,Monday,Weekday
36109,1172,2025-02-07,Present,8.6,0.6,2025,2,February,Friday,Weekday
36110,1172,2025-07-02,Present,7.3,0.2,2025,7,July,Wednesday,Weekday
36111,1172,2025-07-04,Present,7.3,1.4,2025,7,July,Friday,Weekday
36112,1172,2025-09-05,Absent,0.0,0.0,2025,9,September,Friday,Weekday
36113,1172,2025-08-15,Present,9.1,0.0,2025,8,August,Friday,Weekday
36114,1172,2025-01-16,Present,8.2,0.0,2025,1,January,Thursday,Weekday
36115,1172,2025-01-07,Present,8.2,1.1,2025,1,January,Tuesday,Weekday
36116,1172,2025-12-04,Present,9.1,0.8,2025,12,December,Thursday,Weekday
36117,1172,2025-10-28,Present,8.5,0.2,2025,10,October,Tuesday,Weekday
36118,1172,2025-08-08,Present,7.1,1.9,2025,8,August,Friday,Weekday
36119,1172,2025-08-05,Present,9.5,1.8,2025,8,August,Tuesday,Weekday
36120,1172,2025-10-17,Present,7.7,1.9,2025,10,October,Friday,Weekday
36121,1173,2025-11-11,Present,8.4,0.0,2025,11,November,Tuesday,Weekday
36122,1173,2025-12-29,Present,7.4,0.8,2025,12,December,Monday,Weekday
36123,1173,2025-03-18,Present,9.2,0.0,2025,3,March,Tuesday,Weekday
36124,1173,2025-06-25,Present,9.1,1.9,2025,6,June,Wednesday,Weekday
36125,1173,2025-03-20,Present,9.2,0.6,2025,3,March,Thursday,Weekday
36126,1173,2025-12-01,Present,7.8,0.0,2025,12,December,Monday,Weekday
36127,1173,2025-12-09,Present,8.5,0.3,2025,12,December,Tuesday,Weekday
36128,1173,2025-02-21,WFH,7.3,0.0,2025,2,February,Friday,Weekday
36129,1173,2025-10-07,Leave,0.0,0.0,2025,10,October,Tuesday,Weekday
36130,1173,2025-10-27,WFH,8.1,0.0,2025,10,October,Monday,Weekday
36131,1173,2025-01-13,Present,9.4,1.3,2025,1,January,Monday,Weekday
36132,1173,2025-03-12,Present,9.4,1.3,2025,3,March,Wednesday,Weekday
36133,1173,2025-04-04,Present,8.7,1.6,2025,4,April,Friday,Weekday
36134,1173,2025-09-02,Present,7.0,2.5,2025,9,September,Tuesday,Weekday
36135,1173,2025-11-14,Leave,0.0,0.0,2025,11,November,Friday,Weekday
36136,1173,2025-11-06,Present,9.3,0.3,2025,11,November,Thursday,Weekday
36137,1173,2025-09-03,Present,8.8,0.7,2025,9,September,Wednesday,Weekday
36138,1173,2025-04-17,Present,7.1,0.2,2025,4,April,Thursday,Weekday
36139,1173,2025-12-31,Absent,0.0,0.0,2025,12,December,Wednesday,Weekday
36140,1173,2025-06-19,Present,9.2,1.4,2025,6,June,Thursday,Weekday
36141,1173,2025-12-19,Present,8.1,1.5,2025,12,December,Friday,Weekday
36142,1173,2025-08-29,Present,9.4,2.4,2025,8,August,Friday,Weekday
36143,1173,2025-05-06,Present,9.1,1.0,2025,5,May,Tuesday,Weekday
36144,1173,2025-10-20,Present,7.9,0.6,2025,10,October,Monday,Weekday
36145,1173,2025-10-21,Present,8.2,1.1,2025,10,October,Tuesday,Weekday
36146,1173,2025-01-20,WFH,7.9,0.0,2025,1,January,Monday,Weekday
36147,1173,2025-11-18,Absent,0.0,0.0,2025,11,November,Tuesday,Weekday
36148,1173,2025-05-05,Present,8.4,0.9,2025,5,May,Monday,Weekday
36149,1173,2025-07-30,Present,8.1,2.1,2025,7,July,Wednesday,Weekday
36150,1173,2025-12-24,Present,8.2,0.9,2025,12,December,Wednesday,Weekday
36151,1173,2025-04-22,Leave,0.0,0.0,2025,4,April,Tuesday,Weekday
36152,1173,2025-05-08,Leave,0.0,0.0,2025,5,May,Thursday,Weekday
36153,1173,2025-07-31,Leave,0.0,0.0,2025,7,July,Thursday,Weekday
36154,1173,2025-02-28,Present,9.4,1.7,2025,2,February,Friday,Weekday
36155,1173,2025-10-06,Present,7.9,1.1,2025,10,October,Monday,Weekday
36156,1173,2025-09-18,WFH,8.6,2.1,2025,9,September,Thursday,Weekday
36157,1173,2025-09-16,Present,7.4,2.4,2025,9,September,Tuesday,Weekday
36158,1173,2025-11-27,Present,7.2,1.6,2025,11,November,Thursday,Weekday
36159,1173,2025-08-27,Present,8.0,0.0,2025,8,August,Wednesday,Weekday
36160,1173,2025-11-10,Present,9.4,1.7,2025,11,November,Monday,Weekday
36161,1173,2025-02-10,Present,8.8,0.4,2025,2,February,Monday,Weekday
36162,1173,2025-06-11,Present,8.1,1.9,2025,6,June,Wednesday,Weekday
36163,1173,2025-09-11,Present,9.5,0.0,2025,9,September,Thursday,Weekday
36164,1173,2025-02-13,Present,8.1,0.5,2025,2,February,Thursday,Weekday
36165,1173,2025-02-17,Present,7.8,0.2,2025,2,February,Monday,Weekday
36166,1173,2025-04-14,Present,9.4,0.0,2025,4,April,Monday,Weekday
36167,1173,2025-02-14,Present,9.2,1.4,2025,2,February,Friday,Weekday
36168,1173,2025-07-08,Present,7.7,0.0,2025,7,July,Tuesday,Weekday
36169,1173,2025-01-30,Present,7.4,0.0,2025,1,January,Thursday,Weekday
36170,1173,2025-05-14,Present,7.7,0.0,2025,5,May,Wednesday,Weekday
36171,1173,2025-09-26,Present,7.6,0.0,2025,9,September,Friday,Weekday
36172,1173,2025-01-01,Present,7.6,0.8,2025,1,January,Wednesday,Weekday
36173,1173,2025-08-04,WFH,8.7,1.8,2025,8,August,Monday,Weekday
36174,1173,2025-05-26,Present,8.0,0.9,2025,5,May,Monday,Weekday
36175,1173,2025-07-28,Present,7.1,1.9,2025,7,July,Monday,Weekday
36176,1173,2025-05-12,Present,8.6,1.8,2025,5,May,Monday,Weekday
36177,1173,2025-05-27,Present,8.9,1.2,2025,5,May,Tuesday,Weekday
36178,1173,2025-05-19,Present,7.2,0.0,2025,5,May,Monday,Weekday
36179,1173,2025-06-13,Present,7.8,0.0,2025,6,June,Friday,Weekday
36180,1173,2025-07-15,Absent,0.0,0.0,2025,7,July,Tuesday,Weekday
36181,1173,2025-09-25,Present,7.2,2.2,2025,9,September,Thursday,Weekday
36182,1173,2025-08-22,WFH,7.1,0.8,2025,8,August,Friday,Weekday
36183,1173,2025-04-10,Present,9.0,0.0,2025,4,April,Thursday,Weekday
36184,1173,2025-02-27,Absent,0.0,0.0,2025,2,February,Thursday,Weekday
36185,1173,2025-08-26,Present,7.5,0.0,2025,8,August,Tuesday,Weekday
36186,1173,2025-01-10,WFH,8.5,1.3,2025,1,January,Friday,Weekday
36187,1173,2025-10-08,Leave,0.0,0.0,2025,10,October,Wednesday,Weekday
36188,1173,2025-12-17,Present,7.4,1.4,2025,12,December,Wednesday,Weekday
36189,1173,2025-11-05,Present,7.8,1.5,2025,11,November,Wednesday,Weekday
36190,1173,2025-10-13,Present,9.1,2.0,2025,10,October,Monday,Weekday
36191,1173,2025-05-28,Present,8.6,1.4,2025,5,May,Wednesday,Weekday
36192,1173,2025-04-21,Present,8.3,0.0,2025,4,April,Monday,Weekday
36193,1173,2025-07-01,Present,8.8,0.0,2025,7,July,Tuesday,Weekday
36194,1173,2025-09-01,Absent,0.0,0.0,2025,9,September,Monday,Weekday
36195,1173,2025-10-23,Leave,0.0,0.0,2025,10,October,Thursday,Weekday
36196,1173,2025-04-23,Present,8.5,0.9,2025,4,April,Wednesday,Weekday
36197,1173,2025-07-18,Present,7.4,0.3,2025,7,July,Friday,Weekday
36198,1173,2025-11-17,Present,8.7,0.5,2025,11,November,Monday,Weekday
36199,1173,2025-03-25,Present,9.4,1.4,2025,3,March,Tuesday,Weekday
36200,1173,2025-12-26,Present,9.1,2.6,2025,12,December,Friday,Weekday
36201,1173,2025-08-25,Present,7.7,0.5,2025,8,August,Monday,Weekday
36202,1173,2025-07-22,Present,7.7,0.0,2025,7,July,Tuesday,Weekday
36203,1173,2025-03-24,Present,8.3,1.3,2025,3,March,Monday,Weekday
36204,1173,2025-05-23,Leave,0.0,0.0,2025,5,May,Friday,Weekday
36205,1173,2025-10-31,Absent,0.0,0.0,2025,10,October,Friday,Weekday
36206,1173,2025-09-04,WFH,9.5,0.0,2025,9,September,Thursday,Weekday
36207,1173,2025-09-10,Leave,0.0,0.0,2025,9,September,Wednesday,Weekday
36208,1173,2025-08-01,Present,9.1,0.8,2025,8,August,Friday,Weekday
36209,1173,2025-03-05,Present,8.4,1.1,2025,3,March,Wednesday,Weekday
36210,1173,2025-02-24,Leave,0.0,0.0,2025,2,February,Monday,Weekday
36211,1173,2025-11-13,Present,7.6,1.7,2025,11,November,Thursday,Weekday
36212,1173,2025-12-15,Present,8.1,0.8,2025,12,December,Monday,Weekday
36213,1173,2025-03-14,Present,8.1,0.0,2025,3,March,Friday,Weekday
36214,1173,2025-02-25,Present,8.1,0.0,2025,2,February,Tuesday,Weekday
36215,1173,2025-11-26,Present,8.7,2.4,2025,11,November,Wednesday,Weekday
36216,1173,2025-11-20,Present,9.3,0.6,2025,11,November,Thursday,Weekday
36217,1173,2025-06-12,Present,9.2,1.6,2025,6,June,Thursday,Weekday
36218,1173,2025-04-28,Present,8.7,1.5,2025,4,April,Monday,Weekday
36219,1173,2025-01-27,Present,7.8,2.6,2025,1,January,Monday,Weekday
36220,1173,2025-05-07,Present,7.6,0.5,2025,5,May,Wednesday,Weekday
36221,1173,2025-05-02,Present,7.5,2.2,2025,5,May,Friday,Weekday
36222,1173,2025-12-23,Present,7.2,0.0,2025,12,December,Tuesday,Weekday
36223,1173,2025-05-09,Present,7.8,1.4,2025,5,May,Friday,Weekday
36224,1173,2025-05-29,WFH,7.3,2.1,2025,5,May,Thursday,Weekday
36225,1173,2025-12-08,Present,9.4,0.0,2025,12,December,Monday,Weekday
36226,1173,2025-06-02,Leave,0.0,0.0,2025,6,June,Monday,Weekday
36227,1173,2025-10-14,Present,8.7,0.6,2025,10,October,Tuesday,Weekday
36228,1173,2025-07-24,Present,7.4,0.9,2025,7,July,Thursday,Weekday
36229,1173,2025-09-22,Present,8.4,1.9,2025,9,September,Monday,Weekday
36230,1173,2025-10-15,WFH,7.4,0.7,2025,10,October,Wednesday,Weekday
36231,1173,2025-10-09,Present,8.2,1.7,2025,10,October,Thursday,Weekday
36232,1173,2025-07-29,Leave,0.0,0.0,2025,7,July,Tuesday,Weekday
36233,1173,2025-06-06,Present,8.9,0.0,2025,6,June,Friday,Weekday
36234,1173,2025-09-23,Present,7.7,1.0,2025,9,September,Tuesday,Weekday
36235,1173,2025-09-12,Present,7.4,2.0,2025,9,September,Friday,Weekday
36236,1173,2025-04-16,Present,8.1,1.4,2025,4,April,Wednesday,Weekday
36237,1173,2025-01-23,Present,8.2,0.6,2025,1,January,Thursday,Weekday
36238,1173,2025-09-17,Leave,0.0,0.0,2025,9,September,Wednesday,Weekday
36239,1173,2025-02-20,Present,8.8,0.8,2025,2,February,Thursday,Weekday
36240,1173,2025-09-15,Present,9.3,1.3,2025,9,September,Monday,Weekday
36241,1173,2025-03-28,Present,9.1,1.8,2025,3,March,Friday,Weekday
36242,1173,2025-08-14,Present,9.4,2.1,2025,8,August,Thursday,Weekday
36243,1173,2025-01-22,Present,9.4,0.6,2025,1,January,Wednesday,Weekday
36244,1173,2025-04-03,Present,7.7,0.8,2025,4,April,Thursday,Weekday
36245,1173,2025-01-08,Present,8.5,0.2,2025,1,January,Wednesday,Weekday
36246,1173,2025-09-19,Absent,0.0,0.0,2025,9,September,Friday,Weekday
36247,1173,2025-10-16,Present,7.1,0.9,2025,10,October,Thursday,Weekday
36248,1173,2025-07-21,Present,7.7,2.0,2025,7,July,Monday,Weekday
36249,1173,2025-06-24,WFH,8.0,0.6,2025,6,June,Tuesday,Weekday
36250,1173,2025-12-04,WFH,8.7,2.8,2025,12,December,Thursday,Weekday
36251,1173,2025-03-17,Present,7.9,1.9,2025,3,March,Monday,Weekday
36252,1173,2025-04-29,Present,7.2,0.9,2025,4,April,Tuesday,Weekday
36253,1173,2025-03-27,Present,8.1,0.6,2025,3,March,Thursday,Weekday
36254,1173,2025-11-07,Present,7.1,0.0,2025,11,November,Friday,Weekday
36255,1173,2025-11-21,WFH,8.9,0.0,2025,11,November,Friday,Weekday
36256,1173,2025-07-14,Present,8.0,1.6,2025,7,July,Monday,Weekday
36257,1173,2025-02-05,Present,8.4,1.2,2025,2,February,Wednesday,Weekday
36258,1173,2025-04-15,Present,9.0,1.3,2025,4,April,Tuesday,Weekday
36259,1173,2025-06-03,Present,8.9,0.3,2025,6,June,Tuesday,Weekday
36260,1173,2025-08-13,Present,8.4,1.5,2025,8,August,Wednesday,Weekday
36261,1173,2025-07-09,Present,7.1,1.0,2025,7,July,Wednesday,Weekday
36262,1173,2025-06-10,Present,9.2,1.7,2025,6,June,Tuesday,Weekday
36263,1173,2025-06-17,Present,7.4,3.1,2025,6,June,Tuesday,Weekday
36264,1173,2025-06-18,Present,8.5,0.8,2025,6,June,Wednesday,Weekday
36265,1173,2025-12-05,Present,7.0,1.9,2025,12,December,Friday,Weekday
36266,1173,2025-11-19,Present,7.0,0.0,2025,11,November,Wednesday,Weekday
36267,1173,2025-03-11,Present,9.4,1.5,2025,3,March,Tuesday,Weekday
36268,1173,2025-12-25,Present,8.8,0.0,2025,12,December,Thursday,Weekday
36269,1173,2025-10-29,Present,7.4,0.1,2025,10,October,Wednesday,Weekday
36270,1173,2025-06-26,Present,9.5,1.0,2025,6,June,Thursday,Weekday
36271,1173,2025-10-10,Present,8.0,0.0,2025,10,October,Friday,Weekday
36272,1173,2025-01-07,Present,8.6,1.0,2025,1,January,Tuesday,Weekday
36273,1173,2025-02-18,Present,8.7,0.9,2025,2,February,Tuesday,Weekday
36274,1173,2025-05-20,Present,7.0,1.1,2025,5,May,Tuesday,Weekday
36275,1173,2025-11-24,Present,8.1,1.6,2025,11,November,Monday,Weekday
36276,1173,2025-04-01,Present,8.3,0.3,2025,4,April,Tuesday,Weekday
36277,1173,2025-03-03,Present,8.5,0.3,2025,3,March,Monday,Weekday
36278,1173,2025-12-12,Present,8.9,0.1,2025,12,December,Friday,Weekday
36279,1173,2025-10-02,Present,9.1,0.0,2025,10,October,Thursday,Weekday
36280,1173,2025-01-29,Leave,0.0,0.0,2025,1,January,Wednesday,Weekday
36281,1173,2025-09-29,Absent,0.0,0.0,2025,9,September,Monday,Weekday
