Leave_ID,Employee_ID,Leave_Date,Leave_Type,Leave_Days,Approval_Status,Leave_Year,Leave_Month,Leave_Month_Name
2601,1424,2025-02-14,Earned Leave,1,Approved,2025,2,February
2602,1100,2025-11-28,Sick Leave,1,Approved,2025,11,November
2603,1424,2025-02-04,Casual Leave,1,Approved,2025,2,February
2604,1070,2025-12-18,Earned Leave,1,Approved,2025,12,December
2605,1353,2025-03-24,Casual Leave,1,Approved,2025,3,March
2606,1119,2025-11-19,Emergency Leave,1,Approved,2025,11,November
2607,1312,2025-12-19,Earned Leave,1,Approved,2025,12,December
2608,1324,2025-11-16,Emergency Leave,2,Approved,2025,11,November
2609,1461,2025-12-02,Emergency Leave,1,Rejected,2025,12,December
2610,1228,2025-05-14,Casual Leave,2,Approved,2025,5,May
2611,1453,2025-06-27,Emergency Leave,1,Approved,2025,6,June
2612,1074,2025-11-15,Earned Leave,1,Approved,2025,11,November
2613,1143,2025-05-30,Emergency Leave,1,Pending,2025,5,May
2614,1351,2025-07-27,Earned Leave,1,Approved,2025,7,July
2615,1031,2025-06-26,Emergency Leave,2,Approved,2025,6,June
2616,1176,2025-05-03,Emergency Leave,1,Approved,2025,5,May
2617,1325,2025-08-31,Earned Leave,1,Approved,2025,8,August
2618,1074,2025-05-16,Earned Leave,1,Approved,2025,5,May
2619,1067,2025-06-25,Sick Leave,1,Rejected,2025,6,June
2620,1309,2025-09-17,Emergency Leave,1,Pending,2025,9,September
2621,1245,2025-02-09,Earned Leave,3,Approved,2025,2,February
2622,1208,2025-01-11,Earned Leave,2,Approved,2025,1,January
2623,1089,2025-08-19,Casual Leave,1,Rejected,2025,8,August
2624,1479,2025-04-17,Emergency Leave,2,Approved,2025,4,April
2625,1379,2025-09-11,Emergency Leave,1,Approved,2025,9,September
2626,1057,2025-07-17,Emergency Leave,1,Approved,2025,7,July
2627,1497,2025-12-16,Casual Leave,1,Approved,2025,12,December
2628,1129,2025-05-15,Casual Leave,2,Approved,2025,5,May
2629,1257,2025-05-22,Emergency Leave,2,Approved,2025,5,May
2630,1095,2025-07-26,Sick Leave,1,Approved,2025,7,July
2631,1447,2025-05-08,Casual Leave,1,Approved,2025,5,May
2632,1360,2025-05-17,Emergency Leave,3,Approved,2025,5,May
2633,1156,2025-10-18,Emergency Leave,3,Approved,2025,10,October
2634,1296,2025-04-09,Sick Leave,2,Approved,2025,4,April
2635,1050,2025-08-26,Earned Leave,1,Approved,2025,8,August
2636,1155,2025-11-12,Sick Leave,1,Pending,2025,11,November
2637,1040,2025-05-31,Sick Leave,1,Approved,2025,5,May
2638,1169,2025-02-13,Casual Leave,2,Rejected,2025,2,February
2639,1446,2025-07-19,Casual Leave,1,Rejected,2025,7,July
2640,1044,2025-12-02,Casual Leave,3,Pending,2025,12,December
2641,1141,2025-01-15,Sick Leave,2,Approved,2025,1,January
2642,1097,2025-05-17,Emergency Leave,1,Approved,2025,5,May
2643,1132,2025-02-19,Emergency Leave,1,Approved,2025,2,February
2644,1086,2025-10-19,Earned Leave,1,Approved,2025,10,October
2645,1099,2025-11-23,Earned Leave,1,Approved,2025,11,November
2646,1319,2025-08-16,Casual Leave,1,Approved,2025,8,August
2647,1260,2025-04-11,Earned Leave,1,Approved,2025,4,April
2648,1030,2025-07-04,Emergency Leave,1,Pending,2025,7,July
2649,1049,2025-11-28,Sick Leave,1,Approved,2025,11,November
2650,1418,2025-01-29,Sick Leave,1,Approved,2025,1,January
2651,1132,2025-03-10,Earned Leave,1,Approved,2025,3,March
2652,1029,2025-07-12,Sick Leave,1,Pending,2025,7,July
2653,1199,2025-09-02,Emergency Leave,1,Approved,2025,9,September
2654,1045,2025-01-26,Emergency Leave,1,Approved,2025,1,January
2655,1165,2025-07-11,Earned Leave,1,Approved,2025,7,July
2656,1477,2025-03-26,Emergency Leave,1,Rejected,2025,3,March
2657,1438,2025-04-29,Casual Leave,1,Pending,2025,4,April
2658,1138,2025-02-02,Emergency Leave,1,Approved,2025,2,February
2659,1298,2025-02-01,Earned Leave,1,Approved,2025,2,February
2660,1156,2025-07-06,Casual Leave,2,Approved,2025,7,July
2661,1236,2025-09-24,Casual Leave,1,Approved,2025,9,September
2662,1497,2025-06-08,Sick Leave,1,Approved,2025,6,June
2663,1229,2025-12-25,Earned Leave,1,Approved,2025,12,December
2664,1403,2025-06-20,Emergency Leave,1,Approved,2025,6,June
2665,1313,2025-05-12,Emergency Leave,3,Approved,2025,5,May
2666,1166,2025-07-22,Sick Leave,1,Rejected,2025,7,July
2667,1370,2025-07-19,Earned Leave,1,Approved,2025,7,July
2668,1417,2025-01-27,Casual Leave,1,Rejected,2025,1,January
2669,1442,2025-09-12,Sick Leave,1,Approved,2025,9,September
2670,1464,2025-12-02,Sick Leave,2,Approved,2025,12,December
2671,1210,2025-09-04,Casual Leave,1,Rejected,2025,9,September
2672,1331,2025-06-27,Emergency Leave,1,Approved,2025,6,June
2673,1354,2025-03-07,Casual Leave,1,Approved,2025,3,March
2674,1364,2025-05-04,Earned Leave,2,Approved,2025,5,May
2675,1017,2025-11-29,Emergency Leave,1,Pending,2025,11,November
2676,1109,2025-08-14,Casual Leave,1,Approved,2025,8,August
2677,1083,2025-04-26,Emergency Leave,1,Approved,2025,4,April
2678,1161,2025-11-14,Casual Leave,1,Approved,2025,11,November
2679,1247,2025-10-01,Casual Leave,1,Approved,2025,10,October
2680,1434,2025-09-19,Emergency Leave,2,Approved,2025,9,September
2681,1315,2025-02-03,Earned Leave,1,Approved,2025,2,February
2682,1288,2025-10-04,Earned Leave,2,Approved,2025,10,October
2683,1343,2025-03-28,Emergency Leave,1,Approved,2025,3,March
2684,1437,2025-06-30,Sick Leave,1,Approved,2025,6,June
2685,1257,2025-10-23,Emergency Leave,1,Approved,2025,10,October
2686,1024,2025-12-16,Earned Leave,1,Rejected,2025,12,December
2687,1319,2025-01-09,Sick Leave,1,Approved,2025,1,January
2688,1167,2025-10-14,Casual Leave,1,Rejected,2025,10,October
2689,1291,2025-07-01,Casual Leave,2,Rejected,2025,7,July
2690,1106,2025-11-10,Emergency Leave,1,Approved,2025,11,November
2691,1021,2025-08-06,Emergency Leave,1,Approved,2025,8,August
2692,1425,2025-02-12,Casual Leave,1,Approved,2025,2,February
2693,1316,2025-08-19,Emergency Leave,2,Approved,2025,8,August
2694,1339,2025-10-28,Casual Leave,1,Approved,2025,10,October
2695,1005,2025-11-30,Emergency Leave,2,Pending,2025,11,November
2696,1444,2025-06-28,Casual Leave,1,Approved,2025,6,June
2697,1293,2025-06-18,Sick Leave,2,Rejected,2025,6,June
2698,1230,2025-01-29,Sick Leave,3,Approved,2025,1,January
2699,1218,2025-08-16,Emergency Leave,1,Approved,2025,8,August
2700,1134,2025-02-20,Sick Leave,1,Rejected,2025,2,February
2701,1332,2025-06-19,Emergency Leave,1,Rejected,2025,6,June
2702,1264,2025-12-14,Earned Leave,2,Approved,2025,12,December
2703,1435,2025-01-30,Emergency Leave,1,Approved,2025,1,January
2704,1434,2025-05-29,Casual Leave,1,Rejected,2025,5,May
2705,1457,2025-04-05,Sick Leave,1,Approved,2025,4,April
2706,1245,2025-11-24,Emergency Leave,2,Approved,2025,11,November
2707,1327,2025-03-18,Sick Leave,3,Approved,2025,3,March
2708,1001,2025-01-20,Emergency Leave,1,Approved,2025,1,January
2709,1023,2025-05-23,Casual Leave,1,Approved,2025,5,May
2710,1331,2025-10-21,Emergency Leave,1,Approved,2025,10,October
2711,1424,2025-09-22,Casual Leave,1,Approved,2025,9,September
2712,1441,2025-10-21,Emergency Leave,1,Rejected,2025,10,October
2713,1435,2025-01-15,Casual Leave,1,Approved,2025,1,January
2714,1105,2025-06-23,Casual Leave,1,Approved,2025,6,June
2715,1018,2025-10-30,Emergency Leave,1,Approved,2025,10,October
2716,1249,2025-09-12,Emergency Leave,1,Rejected,2025,9,September
2717,1427,2025-11-20,Emergency Leave,1,Approved,2025,11,November
2718,1222,2025-10-03,Sick Leave,1,Approved,2025,10,October
2719,1229,2025-08-19,Earned Leave,1,Pending,2025,8,August
2720,1483,2025-09-20,Sick Leave,1,Pending,2025,9,September
2721,1444,2025-09-25,Emergency Leave,1,Approved,2025,9,September
2722,1421,2025-10-10,Earned Leave,1,Approved,2025,10,October
2723,1461,2025-09-07,Earned Leave,1,Pending,2025,9,September
2724,1443,2025-04-10,Earned Leave,1,Pending,2025,4,April
2725,1218,2025-08-15,Earned Leave,1,Approved,2025,8,August
2726,1027,2025-01-01,Emergency Leave,1,Approved,2025,1,January
2727,1170,2025-03-02,Unknown,1,Approved,2025,3,March
2728,1003,2025-04-18,Emergency Leave,1,Approved,2025,4,April
2729,1071,2025-03-06,Casual Leave,2,Approved,2025,3,March
2730,1398,2025-07-24,Sick Leave,1,Rejected,2025,7,July
2731,1484,2025-07-06,Emergency Leave,1,Approved,2025,7,July
2732,1117,2025-01-17,Sick Leave,2,Approved,2025,1,January
2733,1080,2025-04-22,Casual Leave,1,Approved,2025,4,April
2734,1251,2025-12-24,Sick Leave,1,Approved,2025,12,December
2735,1342,2025-02-14,Sick Leave,3,Rejected,2025,2,February
2736,1162,2025-01-05,Earned Leave,1,Approved,2025,1,January
2737,1128,2025-07-14,Casual Leave,1,Approved,2025,7,July
2738,1082,2025-05-29,Casual Leave,1,Approved,2025,5,May
2739,1112,2025-01-25,Emergency Leave,1,Approved,2025,1,January
2740,1084,2025-09-12,Emergency Leave,1,Approved,2025,9,September
2741,1372,2025-08-04,Earned Leave,1,Approved,2025,8,August
2742,1232,2025-03-28,Earned Leave,1,Approved,2025,3,March
2743,1494,2025-01-16,Casual Leave,1,Pending,2025,1,January
2744,1178,2025-04-17,Emergency Leave,3,Approved,2025,4,April
2745,1284,2025-03-15,Sick Leave,3,Approved,2025,3,March
2746,1484,2025-02-19,Emergency Leave,2,Approved,2025,2,February
2747,1029,2025-08-09,Emergency Leave,2,Approved,2025,8,August
2748,1318,2025-05-07,Casual Leave,1,Approved,2025,5,May
2749,1442,2025-02-18,Emergency Leave,1,Approved,2025,2,February
2750,1230,2025-03-11,Sick Leave,1,Approved,2025,3,March
2751,1490,2025-03-06,Casual Leave,1,Rejected,2025,3,March
2752,1177,2025-06-11,Emergency Leave,1,Pending,2025,6,June
2753,1082,2025-10-19,Casual Leave,1,Approved,2025,10,October
2754,1074,2025-09-16,Casual Leave,1,Approved,2025,9,September
2755,1378,2025-08-13,Casual Leave,1,Approved,2025,8,August
2756,1047,2025-08-07,Emergency Leave,2,Approved,2025,8,August
2757,1321,2025-09-12,Sick Leave,1,Rejected,2025,9,September
2758,1135,2025-01-22,Emergency Leave,2,Rejected,2025,1,January
2759,1144,2025-10-20,Earned Leave,1,Approved,2025,10,October
2760,1305,2025-10-01,Earned Leave,2,Approved,2025,10,October
2761,1030,2025-01-01,Earned Leave,2,Approved,2025,1,January
2762,1078,2025-12-12,Sick Leave,2,Approved,2025,12,December
2763,1104,2025-01-12,Sick Leave,1,Approved,2025,1,January
2764,1386,2025-05-13,Casual Leave,1,Approved,2025,5,May
2765,1124,2025-08-27,Sick Leave,1,Rejected,2025,8,August
2766,1250,2025-04-27,Casual Leave,2,Approved,2025,4,April
2767,1240,2025-07-17,Casual Leave,2,Pending,2025,7,July
2768,1302,2025-07-14,Sick Leave,1,Approved,2025,7,July
2769,1487,2025-03-29,Sick Leave,1,Approved,2025,3,March
2770,1022,2025-07-01,Sick Leave,2,Approved,2025,7,July
2771,1417,2025-12-23,Earned Leave,1,Approved,2025,12,December
2772,1041,2025-06-05,Earned Leave,2,Approved,2025,6,June
2773,1200,2025-10-15,Casual Leave,1,Approved,2025,10,October
2774,1023,2025-11-06,Earned Leave,1,Approved,2025,11,November
2775,1430,2025-03-28,Casual Leave,1,Approved,2025,3,March
2776,1417,2025-06-09,Sick Leave,1,Approved,2025,6,June
2777,1152,2025-02-01,Earned Leave,1,Rejected,2025,2,February
2778,1191,2025-07-05,Casual Leave,1,Approved,2025,7,July
2779,1026,2025-12-20,Casual Leave,2,Approved,2025,12,December
2780,1217,2025-04-25,Earned Leave,1,Approved,2025,4,April
2781,1028,2025-09-30,Emergency Leave,2,Approved,2025,9,September
2782,1474,2025-05-27,Sick Leave,1,Approved,2025,5,May
2783,1457,2025-08-23,Sick Leave,1,Rejected,2025,8,August
2784,1206,2025-11-19,Casual Leave,1,Approved,2025,11,November
2785,1197,2025-06-19,Earned Leave,1,Rejected,2025,6,June
2786,1063,2025-07-17,Casual Leave,1,Rejected,2025,7,July
2787,1287,2025-05-26,Sick Leave,2,Approved,2025,5,May
2788,1250,2025-01-10,Sick Leave,1,Pending,2025,1,January
2789,1267,2025-06-29,Casual Leave,1,Approved,2025,6,June
2790,1259,2025-03-31,Earned Leave,1,Approved,2025,3,March
2791,1264,2025-08-10,Sick Leave,1,Approved,2025,8,August
2792,1096,2025-01-17,Sick Leave,1,Pending,2025,1,January
2793,1150,2025-09-11,Earned Leave,1,Approved,2025,9,September
2794,1150,2025-09-12,Emergency Leave,1,Rejected,2025,9,September
2795,1417,2025-03-08,Casual Leave,1,Approved,2025,3,March
2796,1266,2025-07-05,Emergency Leave,1,Pending,2025,7,July
2797,1402,2025-06-28,Sick Leave,1,Approved,2025,6,June
2798,1241,2025-12-26,Casual Leave,1,Approved,2025,12,December
2799,1199,2025-12-31,Earned Leave,1,Approved,2025,12,December
2800,1347,2025-09-11,Sick Leave,2,Approved,2025,9,September
2801,1110,2025-04-10,Earned Leave,1,Approved,2025,4,April
2802,1079,2025-05-22,Earned Leave,2,Approved,2025,5,May
2803,1294,2025-01-31,Sick Leave,1,Approved,2025,1,January
2804,1055,2025-09-19,Sick Leave,1,Rejected,2025,9,September
2805,1331,2025-06-13,Emergency Leave,1,Approved,2025,6,June
2806,1360,2025-11-06,Earned Leave,2,Approved,2025,11,November
2807,1425,2025-04-27,Sick Leave,1,Approved,2025,4,April
2808,1462,2025-03-26,Earned Leave,3,Approved,2025,3,March
2809,1458,2025-03-04,Earned Leave,1,Approved,2025,3,March
2810,1229,2025-11-09,Emergency Leave,2,Approved,2025,11,November
2811,1398,2025-09-04,Sick Leave,1,Approved,2025,9,September
2812,1307,2025-05-18,Casual Leave,1,Approved,2025,5,May
2813,1492,2025-05-05,Earned Leave,1,Approved,2025,5,May
2814,1197,2025-10-28,Emergency Leave,1,Approved,2025,10,October
2815,1137,2025-06-23,Emergency Leave,1,Approved,2025,6,June
2816,1331,2025-09-24,Emergency Leave,1,Approved,2025,9,September
2817,1146,2025-04-02,Sick Leave,1,Pending,2025,4,April
2818,1483,2025-10-07,Emergency Leave,1,Rejected,2025,10,October
2819,1382,2025-02-20,Sick Leave,1,Approved,2025,2,February
2820,1021,2025-03-01,Emergency Leave,2,Approved,2025,3,March
2821,1156,2025-07-14,Emergency Leave,1,Rejected,2025,7,July
2822,1205,2025-06-29,Emergency Leave,1,Rejected,2025,6,June
2823,1477,2025-10-23,Sick Leave,2,Rejected,2025,10,October
2824,1472,2025-08-24,Casual Leave,1,Approved,2025,8,August
2825,1354,2025-05-29,Sick Leave,1,Approved,2025,5,May
2826,1308,2025-08-16,Earned Leave,1,Approved,2025,8,August
2827,1097,2025-05-26,Earned Leave,2,Approved,2025,5,May
2828,1441,2025-12-10,Earned Leave,1,Approved,2025,12,December
2829,1055,2025-07-05,Earned Leave,1,Approved,2025,7,July
2830,1236,2025-09-29,Sick Leave,1,Approved,2025,9,September
2831,1349,2025-04-27,Casual Leave,1,Approved,2025,4,April
2832,1015,2025-05-14,Sick Leave,1,Approved,2025,5,May
2833,1075,2025-09-20,Emergency Leave,2,Approved,2025,9,September
2834,1496,2025-06-15,Emergency Leave,2,Approved,2025,6,June
2835,1153,2025-07-15,Sick Leave,1,Approved,2025,7,July
2836,1072,2025-06-08,Emergency Leave,2,Approved,2025,6,June
2837,1327,2025-07-11,Casual Leave,1,Approved,2025,7,July
2838,1224,2025-01-07,Earned Leave,1,Approved,2025,1,January
2839,1272,2025-12-10,Emergency Leave,1,Approved,2025,12,December
2840,1064,2025-02-14,Earned Leave,1,Approved,2025,2,February
2841,1326,2025-02-18,Earned Leave,1,Approved,2025,2,February
2842,1124,2025-03-21,Earned Leave,1,Approved,2025,3,March
2843,1249,2025-07-14,Emergency Leave,1,Approved,2025,7,July
2844,1087,2025-01-02,Earned Leave,1,Approved,2025,1,January
2845,1106,2025-12-09,Earned Leave,1,Approved,2025,12,December
2846,1021,2025-09-27,Sick Leave,1,Pending,2025,9,September
2847,1106,2025-07-16,Emergency Leave,1,Approved,2025,7,July
2848,1490,2025-06-28,Emergency Leave,1,Approved,2025,6,June
2849,1459,2025-08-24,Sick Leave,2,Approved,2025,8,August
2850,1389,2025-06-20,Casual Leave,1,Approved,2025,6,June
2851,1352,2025-04-09,Sick Leave,1,Approved,2025,4,April
2852,1088,2025-07-12,Sick Leave,1,Approved,2025,7,July
2853,1195,2025-10-19,Sick Leave,1,Pending,2025,10,October
2854,1278,2025-01-03,Emergency Leave,1,Approved,2025,1,January
2855,1315,2025-01-18,Sick Leave,1,Pending,2025,1,January
2856,1207,2025-10-31,Emergency Leave,1,Approved,2025,10,October
2857,1454,2025-02-03,Sick Leave,1,Approved,2025,2,February
2858,1026,2025-10-30,Sick Leave,2,Approved,2025,10,October
2859,1445,2025-11-03,Casual Leave,1,Approved,2025,11,November
2860,1291,2025-01-25,Casual Leave,1,Approved,2025,1,January
2861,1303,2025-10-04,Sick Leave,1,Approved,2025,10,October
2862,1275,2025-03-24,Earned Leave,1,Pending,2025,3,March
2863,1365,2025-12-05,Earned Leave,2,Approved,2025,12,December
2864,1252,2025-06-13,Earned Leave,1,Approved,2025,6,June
2865,1490,2025-06-24,Emergency Leave,1,Approved,2025,6,June
2866,1376,2025-12-08,Earned Leave,1,Approved,2025,12,December
2867,1500,2025-02-04,Casual Leave,1,Approved,2025,2,February
2868,1059,2025-02-24,Earned Leave,1,Approved,2025,2,February
2869,1064,2025-10-19,Casual Leave,1,Pending,2025,10,October
2870,1428,2025-05-22,Casual Leave,1,Rejected,2025,5,May
2871,1072,2025-11-28,Sick Leave,1,Approved,2025,11,November
2872,1413,2025-01-26,Casual Leave,1,Pending,2025,1,January
2873,1456,2025-10-05,Emergency Leave,1,Approved,2025,10,October
2874,1056,2025-06-13,Casual Leave,1,Approved,2025,6,June
2875,1002,2025-10-14,Earned Leave,1,Approved,2025,10,October
2876,1357,2025-08-19,Casual Leave,1,Rejected,2025,8,August
2877,1269,2025-02-10,Casual Leave,1,Approved,2025,2,February
2878,1159,2025-09-30,Emergency Leave,3,Approved,2025,9,September
2879,1499,2025-09-26,Earned Leave,2,Approved,2025,9,September
2880,1278,2025-08-14,Earned Leave,1,Approved,2025,8,August
2881,1115,2025-01-18,Earned Leave,1,Approved,2025,1,January
2882,1001,2025-12-27,Emergency Leave,1,Approved,2025,12,December
2883,1088,2025-07-14,Emergency Leave,2,Approved,2025,7,July
2884,1127,2025-01-12,Earned Leave,1,Approved,2025,1,January
2885,1153,2025-05-21,Earned Leave,1,Approved,2025,5,May
2886,1165,2025-11-03,Earned Leave,1,Approved,2025,11,November
2887,1440,2025-07-27,Earned Leave,3,Approved,2025,7,July
2888,1156,2025-09-07,Sick Leave,2,Rejected,2025,9,September
2889,1159,2025-03-07,Emergency Leave,2,Approved,2025,3,March
2890,1436,2025-06-02,Casual Leave,2,Rejected,2025,6,June
2891,1003,2025-01-01,Sick Leave,1,Approved,2025,1,January
2892,1017,2025-08-11,Sick Leave,1,Approved,2025,8,August
2893,1262,2025-12-24,Emergency Leave,1,Approved,2025,12,December
2894,1158,2025-01-10,Emergency Leave,1,Approved,2025,1,January
2895,1390,2025-06-07,Earned Leave,1,Rejected,2025,6,June
2896,1308,2025-06-13,Emergency Leave,1,Pending,2025,6,June
2897,1116,2025-11-26,Casual Leave,1,Approved,2025,11,November
2898,1233,2025-07-15,Emergency Leave,1,Approved,2025,7,July
2899,1483,2025-07-16,Emergency Leave,1,Rejected,2025,7,July
2900,1235,2025-04-11,Earned Leave,1,Approved,2025,4,April
2901,1172,2025-06-06,Earned Leave,1,Approved,2025,6,June
2902,1201,2025-04-16,Sick Leave,1,Approved,2025,4,April
2903,1460,2025-03-16,Sick Leave,1,Approved,2025,3,March
2904,1177,2025-06-13,Earned Leave,1,Approved,2025,6,June
2905,1114,2025-08-20,Sick Leave,2,Approved,2025,8,August
2906,1095,2025-10-01,Earned Leave,1,Approved,2025,10,October
2907,1452,2025-10-22,Emergency Leave,1,Approved,2025,10,October
2908,1476,2025-11-07,Earned Leave,2,Pending,2025,11,November
2909,1267,2025-09-25,Casual Leave,1,Rejected,2025,9,September
2910,1045,2025-11-06,Emergency Leave,1,Approved,2025,11,November
2911,1082,2025-11-03,Sick Leave,1,Pending,2025,11,November
2912,1480,2025-06-29,Earned Leave,1,Rejected,2025,6,June
2913,1316,2025-03-10,Earned Leave,2,Approved,2025,3,March
2914,1496,2025-06-26,Sick Leave,2,Approved,2025,6,June
2915,1410,2025-03-06,Casual Leave,2,Approved,2025,3,March
2916,1312,2025-07-10,Emergency Leave,1,Approved,2025,7,July
2917,1115,2025-03-11,Earned Leave,1,Approved,2025,3,March
2918,1148,2025-07-12,Earned Leave,1,Approved,2025,7,July
2919,1008,2025-05-25,Sick Leave,1,Approved,2025,5,May
2920,1288,2025-10-19,Earned Leave,1,Approved,2025,10,October
2921,1022,2025-07-21,Earned Leave,1,Approved,2025,7,July
2922,1395,2025-06-16,Earned Leave,1,Pending,2025,6,June
2923,1255,2025-09-23,Casual Leave,1,Approved,2025,9,September
2924,1328,2025-08-14,Casual Leave,1,Rejected,2025,8,August
2925,1212,2025-01-15,Earned Leave,1,Approved,2025,1,January
2926,1276,2025-08-30,Sick Leave,1,Rejected,2025,8,August
2927,1124,2025-08-07,Emergency Leave,1,Approved,2025,8,August
2928,1442,2025-07-07,Sick Leave,1,Approved,2025,7,July
2929,1077,2025-08-26,Earned Leave,2,Approved,2025,8,August
2930,1465,2025-09-25,Emergency Leave,1,Approved,2025,9,September
2931,1306,2025-07-08,Emergency Leave,1,Pending,2025,7,July
2932,1256,2025-03-16,Emergency Leave,1,Approved,2025,3,March
2933,1324,2025-07-28,Emergency Leave,1,Approved,2025,7,July
2934,1285,2025-10-27,Emergency Leave,2,Rejected,2025,10,October
2935,1022,2025-03-08,Sick Leave,1,Approved,2025,3,March
2936,1389,2025-09-14,Emergency Leave,3,Pending,2025,9,September
2937,1302,2025-02-14,Casual Leave,1,Approved,2025,2,February
2938,1248,2025-05-15,Emergency Leave,2,Approved,2025,5,May
2939,1391,2025-11-04,Earned Leave,1,Approved,2025,11,November
2940,1168,2025-07-23,Sick Leave,1,Rejected,2025,7,July
2941,1055,2025-01-24,Sick Leave,1,Approved,2025,1,January
2942,1454,2025-04-26,Earned Leave,2,Approved,2025,4,April
2943,1453,2025-12-17,Sick Leave,1,Approved,2025,12,December
2944,1342,2025-02-02,Emergency Leave,1,Approved,2025,2,February
2945,1345,2025-06-21,Emergency Leave,1,Approved,2025,6,June
2946,1368,2025-08-01,Earned Leave,1,Approved,2025,8,August
2947,1047,2025-04-30,Earned Leave,1,Rejected,2025,4,April
2948,1476,2025-12-10,Casual Leave,2,Approved,2025,12,December
2949,1189,2025-07-31,Earned Leave,1,Approved,2025,7,July
2950,1461,2025-08-22,Emergency Leave,1,Approved,2025,8,August
2951,1070,2025-08-20,Casual Leave,1,Approved,2025,8,August
2952,1114,2025-04-16,Earned Leave,1,Approved,2025,4,April
2953,1285,2025-10-07,Earned Leave,1,Approved,2025,10,October
2954,1155,2025-01-07,Sick Leave,1,Approved,2025,1,January
2955,1234,2025-06-27,Earned Leave,1,Approved,2025,6,June
2956,1363,2025-09-30,Casual Leave,1,Approved,2025,9,September
2957,1241,2025-10-17,Sick Leave,1,Approved,2025,10,October
2958,1273,2025-06-04,Casual Leave,1,Approved,2025,6,June
2959,1344,2025-01-16,Casual Leave,3,Approved,2025,1,January
2960,1159,2025-12-14,Earned Leave,1,Approved,2025,12,December
2961,1352,2025-06-01,Emergency Leave,2,Pending,2025,6,June
2962,1436,2025-07-29,Emergency Leave,1,Approved,2025,7,July
2963,1080,2025-05-20,Sick Leave,1,Approved,2025,5,May
2964,1144,2025-03-11,Emergency Leave,1,Rejected,2025,3,March
2965,1320,2025-12-31,Emergency Leave,1,Approved,2025,12,December
2966,1281,2025-12-02,Sick Leave,1,Pending,2025,12,December
2967,1440,2025-03-27,Casual Leave,1,Approved,2025,3,March
2968,1035,2025-07-22,Emergency Leave,2,Approved,2025,7,July
2969,1386,2025-05-31,Earned Leave,1,Approved,2025,5,May
2970,1129,2025-10-26,Sick Leave,1,Approved,2025,10,October
2971,1081,2025-04-12,Sick Leave,1,Rejected,2025,4,April
2972,1303,2025-03-02,Emergency Leave,1,Approved,2025,3,March
2973,1318,2025-06-07,Casual Leave,1,Approved,2025,6,June
2974,1314,2025-10-16,Sick Leave,1,Approved,2025,10,October
2975,1074,2025-09-08,Casual Leave,2,Approved,2025,9,September
2976,1356,2025-02-18,Earned Leave,1,Approved,2025,2,February
2977,1151,2025-04-27,Earned Leave,1,Pending,2025,4,April
2978,1166,2025-11-03,Casual Leave,1,Approved,2025,11,November
2979,1452,2025-01-01,Emergency Leave,1,Approved,2025,1,January
2980,1031,2025-02-06,Earned Leave,2,Approved,2025,2,February
2981,1224,2025-05-04,Sick Leave,1,Approved,2025,5,May
2982,1452,2025-02-12,Sick Leave,2,Approved,2025,2,February
2983,1068,2025-06-19,Casual Leave,3,Pending,2025,6,June
2984,1351,2025-12-30,Casual Leave,1,Approved,2025,12,December
2985,1499,2025-12-05,Casual Leave,1,Approved,2025,12,December
2986,1227,2025-03-05,Emergency Leave,2,Approved,2025,3,March
2987,1348,2025-10-27,Emergency Leave,1,Approved,2025,10,October
2988,1237,2025-07-10,Earned Leave,2,Approved,2025,7,July
2989,1284,2025-12-31,Earned Leave,1,Approved,2025,12,December
2990,1036,2025-04-02,Earned Leave,1,Approved,2025,4,April
2991,1486,2025-05-04,Earned Leave,2,Approved,2025,5,May
2992,1425,2025-03-31,Sick Leave,1,Approved,2025,3,March
2993,1214,2025-08-17,Earned Leave,1,Pending,2025,8,August
2994,1344,2025-09-12,Emergency Leave,1,Approved,2025,9,September
2995,1415,2025-10-30,Earned Leave,1,Approved,2025,10,October
2996,1239,2025-12-18,Emergency Leave,2,Approved,2025,12,December
2997,1268,2025-08-24,Casual Leave,1,Approved,2025,8,August
2998,1231,2025-06-18,Earned Leave,2,Approved,2025,6,June
2999,1212,2025-06-08,Earned Leave,2,Rejected,2025,6,June
3000,1172,2025-11-13,Sick Leave,1,Approved,2025,11,November
3001,1337,2025-10-11,Emergency Leave,1,Approved,2025,10,October
3002,1309,2025-04-19,Sick Leave,1,Approved,2025,4,April
3003,1275,2025-03-16,Emergency Leave,1,Approved,2025,3,March
3004,1161,2025-03-31,Casual Leave,1,Approved,2025,3,March
3005,1280,2025-03-31,Emergency Leave,1,Pending,2025,3,March
3006,1434,2025-04-22,Emergency Leave,1,Approved,2025,4,April
3007,1492,2025-04-07,Sick Leave,1,Approved,2025,4,April
3008,1488,2025-08-06,Casual Leave,2,Approved,2025,8,August
3009,1079,2025-06-08,Earned Leave,1,Approved,2025,6,June
3010,1441,2025-06-03,Emergency Leave,1,Approved,2025,6,June
3011,1409,2025-08-01,Emergency Leave,1,Approved,2025,8,August
3012,1494,2025-04-08,Earned Leave,1,Approved,2025,4,April
3013,1399,2025-07-03,Casual Leave,1,Approved,2025,7,July
3014,1453,2025-08-20,Earned Leave,1,Rejected,2025,8,August
3015,1358,2025-03-19,Emergency Leave,1,Approved,2025,3,March
3016,1289,2025-06-21,Sick Leave,1,Approved,2025,6,June
3017,1172,2025-12-16,Earned Leave,1,Rejected,2025,12,December
